Longitude;Latitude;DEPART;Elevation (m);Moho Depth (m);Curie Depth (Km);Free Air Anomaly (mGal);Vertical Gravity Gradient (E);Bouguer Anomaly (mGal);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Magnetic Anomaly (nT)
-77.83725092;2.679431601;CAUCA;0;0.212217443;0.357142857;0.10950525;0.218519838;0.373983526;0.072669695;0.112417228;0.052807507;0.303983048;0.568003563
-75.44765709;9.325287393;SUCRE;0.021164021;0.251710458;0.357142857;0.149443566;0.260631979;0.425962273;0.054154791;0.047400755;0.014466014;0.403938533;0.576794007
-75.0806576;3.958020853;TOLIMA;0.068783069;0.697292189;0.571428571;0.017223105;0.193335709;0.189522298;0.020726912;0.063756514;0.016131863;0.060807043;0.437842667
-73.70187205;5.401050287;CUNDINAMARCA;0.555555556;0.738415431;0.928571429;0.384111396;0.292379425;0.259749359;0.030895607;0.047591294;0.011116033;0.021172183;0.728373333
-73.40748387;6.873013764;SANTANDER;0.158730159;0.662538601;0.928571429;0.142361612;0.263958185;0.287707148;0.001223142;0.030540844;0.013615407;0.318479538;0.584208428
-72.65850326;1.954713255;GUAVIARE;0.042328042;0.273386207;0.714285714;0.173893149;0.261612022;0.44787758;0.088100321;0.179608432;0.175033229;0.098299447;0.740975999
-73.80646839;6.239877079;SANTANDER;0.211640212;0.704799468;0.928571429;0.105145252;0.281747446;0.198251082;0.04243191;0.019476249;0.008737733;0.203892945;0.665982605
-73.93668581;7.847650586;BOLÍVAR;0.010582011;0.544830616;0.857142857;0.056366526;0.215639107;0.294753085;0.020738174;0.017525721;0.06404779;0.156629675;0.635020311
-75.12725654;6.183046365;ANTIOQUIA;0.439153439;0.534479539;0.571428571;0.336079408;0.449097173;0.391365946;0.007832503;0.055021406;0.050581058;0.015726712;0.667526451
-75.63469231;5.888964495;ANTIOQUIA;0.26984127;0.530068551;0.5;0.246760144;0.341559753;0.312849619;0.009376539;0.058617448;0.040168472;0.045221213;0.669355629
-71.78281354;6.187208775;CASANARE;0.058201058;0.457334288;0.928571429;0.058486306;0.207739368;0.269596064;0.005553368;0.054734799;0.001214016;0.436714988;0.230038259
-74.79660227;3.520575355;HUILA;0.285714286;0.804733828;0.714285714;0.178638538;0.276758137;0.262602295;0.010099086;0.061072403;0.005441991;0.200662441;0.582499356
-72.83135035;7.911871758;NORTE DE SANTANDER;0.322751323;0.579089014;0.857142857;0.2743412;0.422457828;0.390046986;0.005336497;0.05884387;0.004938724;0.422762748;0.661160845
-75.27649879;8.438700472;CÓRDOBA;0;0.436285426;0.5;0.091053619;0.245753148;0.351320451;0.051281831;0.060446668;0.050143516;0.229512672;0.545358756
-74.60727639;2.365361428;META;0.068783069;0.362974909;0.714285714;0.161897213;0.279252792;0.398385681;0.0249089;0.091302988;0.003758551;0.082087049;0.67693755
-74.48551284;9.883025782;MAGDALENA;0.021164021;0.528544334;0.357142857;0.068651538;0.231230696;0.298111539;0.098066686;0.065392244;0.028568712;0.406180269;0.528227453
-73.05600625;6.385588456;SANTANDER;0.37037037;0.533629342;1;0.252758114;0.260453789;0.329281797;0.008168597;0.037299475;0.004927374;0.187854759;0.555039606
-75.84330722;5.775656415;ANTIOQUIA;0.349206349;0.529377685;0.5;0.307390291;0.406153481;0.361562111;0.002159574;0.03879596;0.068183954;0.097819369;0.672164157
-73.36097126;3.836444767;META;0.052910053;0.398969489;0.785714286;0.097075683;0.252375861;0.319389917;0.063342103;0.111943755;0.02546615;0.076526112;0.309003583
-75.8272575;6.950517581;ANTIOQUIA;0.111111111;0.48383699;0.357142857;0.18911693;0.100201948;0.422767045;0.002910108;0.036479868;0.068224157;0.137243901;0.459442553
-74.10596486;11.15701049;MAGDALENA;0.195767196;0.000358208;0.285714286;0.39401167;0.408291756;0.659260146;0.008580052;0.021151868;0.008642985;0.418028966;0.484887448
-74.07789066;10.1786417;MAGDALENA;0.021164021;0.338256192;0.5;0.089801043;0.197404372;0.332002784;0.018022823;0.018534013;0.018738774;0.315801705;0.590755167
-75.12354455;4.440429441;TOLIMA;0.185185185;0.7516866;0.571428571;0.072505659;0.170675933;0.226271007;0.011045288;0.071253765;0.015494048;0.078411299;0.555612543
-75.3401497;1.374346761;CAQUETÁ;0.052910053;0.371914042;0.642857143;0.155923313;0.259295557;0.417032449;0.038906993;0.206592216;0.01502168;0.263217038;0.676316246
-73.21342524;-1.06848608;AMAZONAS;0.037037037;0.246278213;0.714285714;0.159416111;0.251395818;0.427046611;0.573062968;0.489184004;0.446685815;0.13971405;0.60365193
-76.60021319;3.550897157;VALLE DEL CAUCA;0.380952381;0.319260627;0.5;0.414703485;0.482626515;0.599474599;0.004952602;0.068935431;0.045283538;0.031587655;0.600940136
-75.95732562;6.114790073;ANTIOQUIA;0.428571429;0.478129043;0.428571429;0.253119438;0.310049893;0.309402218;0.004733503;0.061024679;0.045454929;0.156776144;0.655194185
-72.75203896;10.7478103;LA GUAJIRA;0.126984127;0.209938455;0.5;0.266777487;0.295408648;0.533971773;0.041629987;0.010352444;0.005419194;0.157012977;0.563936846
-73.80016654;5.659554537;BOYACÁ;0.566137566;0.722877532;0.928571429;0.375511888;0.4349311;0.335299478;0.024875792;0.020941945;0.025344929;0.076957157;0.742873346
-75.43072677;9.840502154;SUCRE;0.010582011;0.238200744;0.214285714;0.146456616;0.251930387;0.435122693;0.031047037;0.021833834;0.007401615;0.512919664;0.632171207
-76.91280097;3.624188394;VALLE DEL CAUCA;0.111111111;0.358268298;0.428571429;0.177072816;0.14264077;0.336992326;0.007775442;0.094690686;0.056243147;0.059051012;0.50687427
-73.87496077;10.47414096;CESAR;0.322751323;0.13917064;0.571428571;0.30353617;0.272125208;0.440929587;0.003196805;0.0367938;0.027937708;0.268567792;0.454021888
-74.77306174;8.537149484;SUCRE;0;0.478225966;0.571428571;0.08156287;0.245961036;0.324501399;0.050739256;0.038362144;0.032243662;0.111593059;0.492678093
-74.18772876;4.571694863;BOGOTÁ, D. C.;0.555555556;0.854512826;0.857142857;0.213855576;0.186534806;0.140110713;0.007790626;0.022240198;0.015494297;0.109808178;0.491811383
-78.55780376;1.581646232;NARIÑO;0.010582011;0.278134975;0.357142857;0.07303562;0.209669755;0.311084949;0.070392121;0.086940602;0.075650446;0.269514689;0.653895744
-72.62496947;11.67763421;LA GUAJIRA;0;0.33810758;0.214285714;0.114587867;0.236427893;0.380848291;0.082789853;0.113918587;0.070222709;0.420633924;0.323213394
-77.32115213;3.146541607;VALLE DEL CAUCA;0.010582011;0.213159834;0.357142857;0.10490437;0.217034925;0.38222857;0.024631605;0.080389605;0.033941376;0.106122023;0.604436512
-75.15043669;9.255420305;SUCRE;0.026455026;0.353083256;0.285714286;0.130534283;0.261344737;0.39911928;0.051735763;0.056256554;0.049808027;0.336179326;0.604252458
-73.24367434;-1.011745396;AMAZONAS;0.037037037;0.250143073;0.714285714;0.160981848;0.25718698;0.432207893;0.562608803;0.48132965;0.438322033;0.145074621;0.614791253
-75.48487777;6.804955753;ANTIOQUIA;0.582010582;0.52287088;0.5;0.38806187;0.348776431;0.37978427;0.03316743;0.051434974;0.061602462;0.143708948;0.517727936
-75.17119333;2.837821145;HUILA;0.306878307;0.722735941;0.785714286;0.197162416;0.236546686;0.208093893;0.002680134;0.037922249;0.00255789;0.047282175;0.592144823
-73.1993284;3.885599043;META;0.042328042;0.431471791;0.785714286;0.117526623;0.259948919;0.356381079;0.035698915;0.109307912;0.033652211;0.097647427;0.310726614
-76.91776958;6.930306225;CHOCÓ;0;0.262148075;0.285714286;0.112034517;0.224073414;0.385581317;0.051183245;0.061906309;0.076179047;0.223016343;0.762592765
-73.79764015;6.997761107;SANTANDER;0.015873016;0.66533581;0.928571429;0.029749;0.232121644;0.242135346;0.043602751;0.036658389;0.009115007;0.298861412;0.668392835
-74.89463278;10.60961943;ATLÁNTICO;0.015873016;0.315076896;0.214285714;0.130919689;0.251989784;0.400016809;0.035644305;0.023713162;0.02049107;0.555589684;0.397714355
-73.05896512;10.72827879;CESAR;0.042328042;0.051262349;0.571428571;0.199884386;0.216530055;0.497702765;0.011875774;0.022421521;0.019260368;0.14581471;0.546760098
-74.24047363;8.806263505;BOLÍVAR;0;0.403836448;0.571428571;0.124512218;0.259681635;0.398815987;0.021304209;0.056252841;0.009929165;0.095173229;0.38938291
-73.95709301;5.536189152;BOYACÁ;0.486772487;0.736747601;0.857142857;0.320735187;0.411053694;0.24084445;0.019556575;0.019647289;0.00819367;0.095100582;0.708092337
-74.87709902;2.680093618;CAQUETÁ;0.26984127;0.619596011;0.785714286;0.176542857;0.334610359;0.332162617;0.04384763;0.052816733;0.013415363;0.14169699;0.62262572
-76.2582424;6.454402544;ANTIOQUIA;0.328042328;0.382892629;0.428571429;0.267355605;0.167320029;0.332472976;0.009806378;0.047889581;0.065993272;0.23431152;0.603367246
-73.14976371;10.41187036;CESAR;0.031746032;0.071692791;0.642857143;0.214626406;0.241417201;0.519817069;0.008056219;0.014616237;0.002565004;0.077395506;0.600452572
-73.28612639;9.882216541;CESAR;0.015873016;0.350614872;0.571428571;0.164980493;0.210263721;0.446501364;0.005448683;0.017442775;0.035432699;0.132295734;0.626922585
-74.50840697;8.675995842;BOLÍVAR;0;0.455831137;0.571428571;0.104253998;0.258464006;0.366869609;0.034331033;0.030344487;0.026174228;0.09547953;0.408893605
-76.24036346;3.355485377;VALLE DEL CAUCA;0.216931217;0.480889141;0.5;0.152815922;0.137295082;0.283893816;0.005082859;0.017647214;0.004354861;0.074903409;0.631380457
-73.29248359;9.687855734;CESAR;0.021164021;0.411982169;0.571428571;0.147299705;0.231497981;0.430495672;0.011212881;0.003521535;0.017374212;0.176259717;0.622185224
-75.71130229;1.404237515;CAQUETÁ;0.047619048;0.438401249;0.5;0.115406874;0.241981468;0.357503836;0.049219227;0.163042045;0.012415332;0.159264586;0.770434049
-75.83564999;1.916943807;HUILA;0.275132275;0.66924602;0.571428571;0.163053432;0.227577809;0.2402887;0.010962645;0.12213524;0.005336473;0.14084988;0.5477164
-75.09000241;4.416287906;TOLIMA;0.164021164;0.739073298;0.571428571;0.072505659;0.148996199;0.188502879;0.009314942;0.075811906;0.013673895;0.074313233;0.534621949
-73.64414528;8.204595345;CESAR;0.010582011;0.448046539;0.714285714;0.066074108;0.219618674;0.311949137;0.018798377;0.033570996;0.018387263;0.179061538;0.667737123
-72.70468017;2.652029544;META;0.037037037;0.245337968;0.857142857;0.171917923;0.274204086;0.444375671;0.028066256;0.147279536;0.145729538;0.076045003;0.743744275
-73.95871253;5.06152204;CUNDINAMARCA;0.555555556;0.84746047;0.928571429;0.318254096;0.142403184;0.130244999;0.005560966;0.009179731;0.011240333;0.131725662;0.654176857
-73.26339412;-1.371404166;AMAZONAS;0.037037037;0.235310198;0.785714286;0.156621879;0.256266334;0.426266597;0.60767599;0.52669747;0.473927957;0.089608177;0.564870101
-74.65840328;3.946441532;TOLIMA;0.132275132;0.793190781;0.714285714;0.093221562;0.113417676;0.210515148;0.021877237;0.01530621;0.003811672;0.157171023;0.39804286
-76.27141899;3.440342854;VALLE DEL CAUCA;0.211640212;0.414695034;0.5;0.187960698;0.224607983;0.315119369;0.009902625;0.029111134;0.008010094;0.078754532;0.582592843
-73.28523233;-1.453281348;AMAZONAS;0.031746032;0.234812407;0.857142857;0.15599559;0.257097885;0.42731258;0.616622089;0.536738562;0.480967536;0.084041518;0.535232541
-77.57746789;3.038106992;CAUCA;0;0.188412439;0.285714286;0.108349002;0.227815396;0.377058211;0.070220487;0.108687027;0.055477936;0.183782045;0.59609046
-74.48792997;9.518138319;MAGDALENA;0.005291005;0.516296449;0.357142857;0.052536518;0.224518888;0.282970407;0.113687771;0.077008685;0.055892469;0.305073512;0.510609884
-76.03125409;1.05662787;CAQUETÁ;0.047619048;0.440111462;0.428571429;0.107409554;0.249257543;0.345305394;0.033174562;0.143268082;0.02329679;0.1616999;0.740808825
-75.22745753;10.26147102;ATLÁNTICO;0;0.303189881;0.142857143;0.132678144;0.255167498;0.418674685;0.033724293;0.018385084;0.009248323;0.578616717;0.449675682
-74.32040231;5.861749717;BOYACÁ;0.08994709;0.575464479;0.785714286;0.075829853;0.23235923;0.266750606;0.056244538;0.046534329;0.00261678;0.140659608;0.640644832
-74.43350852;5.17436307;CUNDINAMARCA;0.148148148;0.708169307;0.785714286;0.090330971;0.175576146;0.202192668;0.008272555;0.027125594;0.008403976;0.079778358;0.63901399
-77.28213375;3.481508996;VALLE DEL CAUCA;0.005291005;0.261567418;0.357142857;0.074601357;0.20462105;0.340437009;0.052918692;0.101359313;0.072288517;0.076885895;0.532221781
-74.74258843;1.797625272;CAQUETÁ;0.052910053;0.343434286;0.714285714;0.146842051;0.247713234;0.393501847;0.060214422;0.15500097;0.044891299;0.135456207;0.587785957
-76.14151075;3.266336531;VALLE DEL CAUCA;0.507936508;0.616944231;0.571428571;0.316592006;0.406895937;0.33907543;0.008327005;0.003879137;0.020569058;0.039030412;0.674282238
-74.63966731;9.379817593;BOLÍVAR;0;0.474549774;0.357142857;0.068579292;0.246525303;0.326182634;0.093739945;0.090895068;0.08238353;0.281388617;0.553328261
-73.51735978;10.58917159;CESAR;0.455026455;0.083789637;0.642857143;0.398106674;0.242426942;0.527478196;0.008603784;0.06341299;0.055313618;0.189781247;0.537955371
-75.61808529;4.715082683;RISARALDA;0.417989418;0.544030889;0.357142857;0.237727047;0.213411737;0.258217963;0.008969092;0.017007435;0.05514433;0.033310207;0.568753412
-75.01272097;4.63284084;TOLIMA;0.174603175;0.74582076;0.642857143;0.10023127;0.199572345;0.230586256;0.010307187;0.058108574;0.023234854;0.115850373;0.618510961
-73.49331738;4.79624572;CUNDINAMARCA;0.417989418;0.606214338;0.928571429;0.381389423;0.437900927;0.332892418;0.005064406;0.012929293;0.0189199;0.044646649;0.421103493
-74.44634665;4.09287675;CUNDINAMARCA;0.428571429;0.847651489;0.785714286;0.255431917;0.209788548;0.220913027;0.010624914;0.018207198;0.005064252;0.206488237;0.366929623
-75.8910117;8.696277706;CÓRDOBA;0;0.258899375;0.357142857;0.143397419;0.273491328;0.437477599;0.041612617;0.023601252;0.022496847;0.392454421;0.562149218
-76.93295656;7.106200391;CHOCÓ;0;0.259320974;0.357142857;0.128245898;0.247535044;0.415580784;0.048067145;0.040988393;0.071637323;0.205598704;0.847566949
-73.99305317;6.170443004;SANTANDER;0.058201058;0.654922292;0.928571429;0.064122965;0.249762414;0.25485486;0.029266177;0.018464235;0.008196942;0.223389257;0.678974478
-72.61093362;5.202888485;CASANARE;0.095238095;0.541734447;0.857142857;0.074288198;0.156420765;0.268259201;0.009562534;0.041849786;0.00675226;0.236760778;0.50641592
-72.86903365;5.262870231;CASANARE;0.391534392;0.593803995;0.928571429;0.216914791;0.299239724;0.237661371;0.017075395;0.014106464;0.015500394;0.168250121;0.448140276
-73.8102059;4.204825464;CUNDINAMARCA;0.206349206;0.629158298;0.857142857;0.188346119;0.291339986;0.342388206;0.009755243;0.063766548;0.000618293;0.08801823;0.24117953
-74.0811298;10.39456426;MAGDALENA;0.026455026;0.206935315;0.571428571;0.14053091;0.1900689;0.411082062;0.003792361;0.009319749;0.010331702;0.320381215;0.423279355
-77.10463262;1.369618322;NARIÑO;0.497354497;0.778235013;0.428571429;0.234089714;0.095123545;0.077638386;0.010892928;0.062897788;0.050124459;0.064380737;0.5246285
-72.91367005;5.676339082;BOYACÁ;0.571428571;0.638822322;1;0.332466169;0.333808506;0.299787908;0.009520062;0.021744156;0.006159078;0.09997267;0.507422537
-72.73879762;11.29914281;LA GUAJIRA;0.010582011;0.321537527;0.357142857;0.109192091;0.242219054;0.378693012;0.0241533;0.073286882;0.036309944;0.309230246;0.446102373
-77.16880367;1.540712488;NARIÑO;0.53968254;0.651003241;0.428571429;0.283952415;0.442028986;0.299408537;0.007284135;0.046998529;0.038869257;0.039235853;0.537771642
-73.24054805;10.50879506;CESAR;0.031746032;0.014824431;0.642857143;0.223274091;0.20462105;0.519110075;0.013180315;0.028072212;0.019755237;0.114780851;0.576435637
-71.70072141;11.92358883;LA GUAJIRA;0.031746032;0.205352924;0.5;0.186780382;0.281450463;0.492520606;0.00351042;0.007628014;0.019847871;0.592949196;0.377265211
-76.12778144;1.771151639;HUILA;0.365079365;0.744874857;0.357142857;0.183311667;0.170705631;0.123039248;0.006302212;0.092432596;0.006428444;0.04960322;0.538886678
-71.48159481;5.607628538;CASANARE;0.031746032;0.47742248;0.857142857;0.079563533;0.24726776;0.308953225;0.106630216;0.131271556;0.066187953;0.505927823;0.723450295
-72.47105466;7.992706514;NORTE DE SANTANDER;0.132275132;0.499037943;0.785714286;0.075613052;0.222053932;0.231444447;0.003472946;0.100290607;0.002282389;0.512339732;0.644908911
-74.83023947;3.994448784;TOLIMA;0.074074074;0.707286153;0.642857143;0.024762744;0.208986695;0.189864655;0.009320867;0.03109982;0.011388914;0.106948964;0.410946115
-77.29103356;1.429149039;NARIÑO;0.296296296;0.708314201;0.428571429;0.17897578;0.111249703;0.246473383;0.015100399;0.068129338;0.035812589;0.015163203;0.539349897
-72.98651844;5.779011886;BOYACÁ;0.523809524;0.624326593;1;0.279833323;0.201770017;0.237513218;0.017630217;0.016225663;0.011558266;0.077834921;0.565737784
-73.78538821;10.18189428;CESAR;0.105820106;0.247665538;0.571428571;0.21775788;0.273016156;0.470839584;0.001668729;0.022538845;0.054914044;0.23376682;0.717313214
-76.09334072;4.59633417;VALLE DEL CAUCA;0.253968254;0.258995533;0.428571429;0.211061344;0.108606557;0.351944557;0.00195996;0.046907214;0.034961681;0.100234574;0.485755131
-73.62271163;4.495482376;META;0.53968254;0.634430865;0.857142857;0.411957423;0.5342421;0.431718619;0.007036774;0.023581769;0.018534103;0.03422832;0.295256666
-78.48201119;2.284559872;NARIÑO;0;0.225179694;0.571428571;0.142168923;0.271501544;0.444009436;0.118126771;0.109812541;0.10775614;0.375541769;0.630512774
-74.80441066;5.06624816;TOLIMA;0.058201058;0.643264194;0.714285714;0.08112927;0.210857686;0.260857468;0.009597144;0.064341543;0.004377252;0.055429217;0.660415215
-72.57256893;11.05352638;LA GUAJIRA;0.063492063;0.308303588;0.428571429;0.149226766;0.244773105;0.425094005;0.02050568;0.05266313;0.00303539;0.256108487;0.407660411
-72.88795336;2.520987794;GUAVIARE;0.042328042;0.246582526;0.785714286;0.150479373;0.254038964;0.414624357;0.037609945;0.125259158;0.123686508;0.032017864;0.672224859
-72.89398795;7.17300436;SANTANDER;0.71957672;0.74878729;0.928571429;0.418268547;0.394541459;0.345045984;0.011414991;0.027962517;0.013658814;0.414765357;0.674493235
-74.11535607;9.230082676;MAGDALENA;0.005291005;0.445092851;0.5;0.114226543;0.256206938;0.384692543;0.057135174;0.045242441;0.054532416;0.217777941;0.411371355
-75.36496752;3.980813135;TOLIMA;0.402116402;0.709898232;0.5;0.160524165;0.275302922;0.194243135;0.008337233;0.099801181;0.019003718;0.070371735;0.471471958
-73.23271356;-1.473278406;AMAZONAS;0.037037037;0.235039856;0.857142857;0.153297687;0.254603231;0.420886133;0.62436786;0.540254498;0.487261403;0.099769973;0.531471932
-76.50751407;2.994840927;CAUCA;0.232804233;0.549702612;0.571428571;0.1358337;0.090312426;0.25944613;0.003692671;0.031733973;0.037029085;0.026518138;0.665501857
-72.79013411;6.531836625;BOYACÁ;0.338624339;0.525900359;1;0.170183549;0.096816346;0.240429754;0.002211217;0.015138856;0.02565845;0.257621527;0.468471261
-76.57072913;3.14270979;VALLE DEL CAUCA;0.206349206;0.437813109;0.5;0.19097173;0.176942267;0.317977949;0.009229875;0.037198758;0.025574507;0.035634154;0.674197515
-75.08646417;3.82447652;TOLIMA;0.063492063;0.722469999;0.571428571;0.024690465;0.211392255;0.200890152;0.026573118;0.069721306;0.019377994;0.095702135;0.476797188
-73.56440827;4.06609252;META;0.074074074;0.430658844;0.785714286;0.07207209;0.214362081;0.250439944;0.019535637;0.078581095;0.010010601;0.136166937;0.183044766
-73.7217921;8.939032398;CESAR;0.005291005;0.381025089;0.714285714;0.122994675;0.248188406;0.409114965;0.032802506;0.010895441;0.014224565;0.195490617;0.675256069
-74.66064529;1.912759611;CAQUETÁ;0.063492063;0.331490001;0.714285714;0.149780807;0.242100261;0.392448109;0.055994529;0.136776558;0.044459184;0.096013891;0.61831165
-73.63129937;3.39230466;META;0.052910053;0.383747773;0.857142857;0.0878499;0.233547161;0.314284838;0.062382319;0.093525955;0.038177776;0.094000386;0.599248917
-76.25364373;4.144558848;VALLE DEL CAUCA;0.19047619;0.287637905;0.5;0.217252026;0.11695177;0.353538298;0.014864968;0.103383702;0.013758523;0.128989352;0.6839118
-73.57426416;7.702455223;CESAR;0.010582011;0.509750354;0.928571429;0.012260933;0.207175101;0.221601964;0.01687054;0.041863645;0.028557571;0.261672821;0.666616893
-72.88259979;6.093685146;BOYACÁ;0.693121693;0.559007527;1;0.488269028;0.383464006;0.372610405;0.000341894;0.017431711;0.014783883;0.144310852;0.592816766
-74.48700321;6.536986164;SANTANDER;0.037037037;0.443649721;0.857142857;0.106614659;0.250742457;0.354592068;0.008773469;0.019516582;0.029355771;0.107321682;0.681816441
-72.95401107;5.377796665;BOYACÁ;0.645502646;0.621232054;0.928571429;0.455436731;0.338085056;0.318084172;0.006560264;0.006875078;0.009802853;0.128760838;0.456091278
-75.50850929;8.657555828;CÓRDOBA;0.021164021;0.368989806;0.428571429;0.129040822;0.267135899;0.401536466;0.021807957;0.056143186;0.019762895;0.309912167;0.565888078
-76.39736081;4.484829883;VALLE DEL CAUCA;0.211640212;0.333599059;0.571428571;0.257310801;0.094321692;0.447976531;0.002986486;0.088071979;0.043935558;0.184033189;0.48795404
-74.13573659;5.177578543;CUNDINAMARCA;0.433862434;0.808039171;0.857142857;0.203497625;0.209729152;0.191457964;0.003399876;0.017190698;0.00182375;0.153657997;0.673392157
-76.9035804;2.187364725;CAUCA;0.216931217;0.5950826;0.285714286;0.1418076;0.192504158;0.26123785;0.004645487;0.009587114;0.014868867;0.22598613;0.462559136
-72.13246127;5.870464477;CASANARE;0.185185185;0.481947761;0.928571429;0.130751083;0.20993704;0.253541855;0.034651704;0.062358859;0.007897942;0.321463333;0.35178396
-76.30352226;0.928095055;PUTUMAYO;0.052910053;0.470465244;0.357142857;0.091294501;0.233161083;0.311123979;0.030739263;0.104934275;0.026044597;0.186865086;0.684621397
-75.34398645;7.591164178;ANTIOQUIA;0.015873016;0.446208359;0.571428571;0.142795212;0.266393443;0.418023231;0.025606516;0.063234266;0.06852137;0.236869122;0.381665302
-72.96768374;2.333671119;GUAVIARE;0.052910053;0.255081226;0.785714286;0.145685803;0.246109527;0.395280703;0.056496807;0.121784382;0.121401636;0.035993673;0.642799269
-74.75517967;10.36037126;ATLÁNTICO;0;0.374216605;0.357142857;0.106036535;0.242783321;0.375733458;0.05379632;0.054839973;0.03629599;0.507111654;0.480073803
-73.54704529;5.877993353;BOYACÁ;0.396825397;0.68929998;0.928571429;0.208917483;0.298378475;0.284761662;0.010678906;0.055399261;0.051259683;0.084434137;0.702607724
-75.01230834;9.235540205;SUCRE;0.015873016;0.3932018;0.285714286;0.118177023;0.260542884;0.382961442;0.061226673;0.066227722;0.067508318;0.307189107;0.640551669
-75.07099921;8.446080232;CÓRDOBA;0;0.462187187;0.571428571;0.078672279;0.252167973;0.330245761;0.064452384;0.073017707;0.066737557;0.173825091;0.512180673
-73.88302195;7.149292448;SANTANDER;0.010582011;0.640052398;0.857142857;0.028592783;0.227963887;0.242211059;0.03332692;0.038288984;0.02171248;0.251141696;0.686615802
-75.91940151;5.073574849;RISARALDA;0.328042328;0.411032332;0.357142857;0.21609578;0.214451176;0.264567663;0.007028803;0.037533737;0.039710787;0.050952571;0.590720109
-74.98218583;8.529568709;SUCRE;0;0.471891959;0.571428571;0.066146384;0.246109527;0.310253748;0.065089429;0.064040186;0.057213866;0.159339845;0.504175461
-77.09603037;1.53822553;NARIÑO;0.534391534;0.679996922;0.428571429;0.247265997;0.300368258;0.188005157;0.012912248;0.042327834;0.043505189;0.058999154;0.536904933
-73.83816132;7.572173713;BOLÍVAR;0.010582011;0.563930235;0.928571429;0.026569363;0.221252079;0.243161114;0.036221854;0.018553843;0.056261589;0.196829425;0.652767399
-74.08959929;7.478471875;BOLÍVAR;0.052910053;0.62746966;0.857142857;0.080262098;0.223538845;0.313849906;0.016293687;0.019744329;0.056338057;0.145956445;0.628823827
-76.70603434;5.855153538;CHOCÓ;0.005291005;0.28295163;0.5;0.106349665;0.220182941;0.346715663;0.016560612;0.043608507;0.08664651;0.342672685;0.756102834
-76.83581263;6.947297106;ANTIOQUIA;0;0.260415185;0.285714286;0.112684889;0.229181516;0.393277315;0.040335669;0.058070729;0.06537586;0.200843525;0.753546529
-76.54713222;4.998706174;CHOCÓ;0.047619048;0.418363618;0.5;0.127499168;0.246673794;0.402502996;0.017590237;0.09412953;0.022434159;0.189943208;0.528340093
-77.11116573;2.196604547;CAUCA;0.328042328;0.502009556;0.285714286;0.134894252;0.141393443;0.267733258;0.009202104;0.021146446;0.011149323;0.205207072;0.442168422
-73.23222315;6.221494893;SANTANDER;0.391534392;0.594145659;1;0.259647362;0.272362794;0.278072963;0.008422751;0.057513452;0.011361621;0.131988495;0.649261934
-76.83411518;5.521505011;CHOCÓ;0.031746032;0.321105823;0.5;0.095341342;0.21335234;0.338214095;0.032917184;0.061173815;0.047018132;0.32272161;0.666937933
-76.29793387;1.954870652;HUILA;0.365079365;0.857954431;0.285714286;0.16750976;0.243674269;0.24231465;0.019824845;0.062838776;0.006509519;0.086798679;0.541331317
-73.59586356;5.219216819;CUNDINAMARCA;0.576719577;0.700726015;0.928571429;0.328250724;0.275243526;0.268560672;0.002068735;0.048738792;0.002320326;0.054348988;0.61498537
-76.89245898;1.874009153;CAUCA;0.26984127;0.65948723;0.357142857;0.211181785;0.139017581;0.267632943;0.012708861;0.007543551;0.038332983;0.157983169;0.529875174
-73.53716641;4.000956686;META;0.068783069;0.412590805;0.785714286;0.065929584;0.213263245;0.259888212;0.030254109;0.087165766;0.007740393;0.135410453;0.2008993
-73.15915121;10.34835582;CESAR;0.042328042;0.097335396;0.571428571;0.209326989;0.19502851;0.49893829;0.002938778;0.009104076;0.005766063;0.068443791;0.608107204
-74.66063816;10.1667434;MAGDALENA;0.005291005;0.436641538;0.357142857;0.08560968;0.231497981;0.341144342;0.061416601;0.069426497;0.045685589;0.47931743;0.522382197
-74.72711056;8.991515711;SUCRE;0;0.456565519;0.428571429;0.079274485;0.253534094;0.332930915;0.095883144;0.07727469;0.063346732;0.20172479;0.593255314
-75.7915179;7.882060024;CÓRDOBA;0.021164021;0.389283536;0.5;0.123452329;0.23835828;0.388909862;0.026458012;0.016047023;0.007339738;0.194785492;0.625503714
-77.35223077;1.304877508;NARIÑO;0.497354497;0.793132235;0.428571429;0.262562041;0.232002851;0.248852157;0.010941991;0.074785413;0.04685717;0.051367265;0.538221552
-73.93356872;4.892363612;CUNDINAMARCA;0.571428571;0.85753701;0.928571429;0.196006182;0.111279401;0.094753654;0.002187134;0.031196887;0.00607622;0.099399102;0.593579275
-74.55321483;10.80949078;MAGDALENA;0;0.139061853;0.285714286;0.142048482;0.257454265;0.434114728;0.067849616;0.050886703;0.056591237;0.478749543;0.427379182
-76.72737221;6.976390345;CHOCÓ;0;0.273666842;0.285714286;0.132581785;0.240645046;0.404065136;0.022539205;0.054971621;0.050852881;0.170994765;0.70953458
-72.85624031;3.173961588;META;0.047619048;0.263894118;0.857142857;0.20393121;0.304585412;0.495841734;0.118110461;0.142188946;0.126007948;0.171292577;0.873014441
-74.86753944;10.78944269;ATLÁNTICO;0.015873016;0.27221917;0.142857143;0.14255433;0.254484438;0.427106569;0.025441789;0.028187794;0.020823228;0.560502875;0.382918947
