Longitude;Latitude;DEPART;Elevation (m);Moho Depth (m);Curie Depth (Km);Free Air Anomaly (mGal);Vertical Gravity Gradient (E);Bouguer Anomaly (mGal);Fault;Strike-slip Fault;Reverse or Thrust Fault;Lineament;Magnetic Anomaly (nT)
-73.3569395;11.03487264;LA GUAJIRA;0.37037037;0.02268865;0.428571429;0.547405703;0.463708719;0.665861622;0.00631285;0.07565568;0.075741054;0.256433954;0.477338963
-74.46106654;4.313608637;CUNDINAMARCA;0.211640212;0.777561693;0.785714286;0.137278995;0.195266096;0.220300062;0.010443958;0.026978732;0.007871309;0.199930756;0.408560555
-74.37082804;4.458089486;CUNDINAMARCA;0.402116402;0.797343467;0.857142857;0.21720385;0.356646472;0.255963719;0.007215964;0.013755283;0.007744033;0.164352165;0.454443556
-73.30592931;4.843449922;BOYACÁ;0.428571429;0.528043715;0.928571429;0.21498773;0.25941435;0.146827384;0.015103015;0.022240057;0.005883747;0.060904063;0.416576804
-75.65248066;5.531577614;ANTIOQUIA;0.396825397;0.534203656;0.5;0.278532557;0.413310763;0.357319202;0.013852068;0.052131673;0.042619315;0.061655533;0.655626566
-73.02856833;5.886953316;BOYACÁ;0.687830688;0.602130779;1;0.444645191;0.446958898;0.331270669;0.024812922;0.019816426;0.00686192;0.076065128;0.602588182
-73.63468909;2.949174433;META;0.047619048;0.398318251;0.785714286;0.13231682;0.226627465;0.376481821;0.075657005;0.04299476;0.029416377;0.171035779;0.713271493
-74.78776804;8.856949402;SUCRE;0;0.472623591;0.428571429;0.056535163;0.22380613;0.290999331;0.082487976;0.065954282;0.0637358;0.186494321;0.544942281
-74.3689221;3.839488439;BOGOTÁ, D. C.;0.724867725;0.86324165;0.857142857;0.501011717;0.459372773;0.413499374;0.023192872;0.038484716;0.023616872;0.215449058;0.393205195
-72.21404621;5.506813567;CASANARE;0.047619048;0.487765518;0.857142857;0.081948276;0.209432169;0.280614807;0.031677517;0.088272766;0.000453626;0.304164946;0.503929082
-73.15759486;7.393507467;SANTANDER;0.206349206;0.669675722;0.928571429;0.136821312;0.169844381;0.238668396;0.003266857;0.003487437;0.032784362;0.395369588;0.763086173
-77.65169541;1.372644222;NARIÑO;0.44973545;0.622111893;0.357142857;0.310112255;0.340995486;0.307999011;0.004527358;0.043197409;0.014475193;0.024566302;0.543815884
-73.78575422;10.25267297;CESAR;0.185185185;0.213700546;0.571428571;0.268343224;0.373336897;0.461571042;0.003914157;0.027867993;0.049349981;0.233862116;0.621751545
-72.42535732;4.832202558;CASANARE;0.037037037;0.46232554;0.928571429;0.077853272;0.243258494;0.308416948;0.076357494;0.091665812;0.034826138;0.303435709;0.650108517
-76.11487498;6.876221788;ANTIOQUIA;0.285714286;0.425809163;0.285714286;0.218552787;0.104775481;0.286999444;0.001341045;0.029436754;0.034372035;0.115808676;0.479649538
-74.02098811;2.192105806;META;0.052910053;0.333389259;0.714285714;0.182059074;0.285014255;0.456891575;0.103613748;0.066207201;0.025096183;0.069714441;0.601339407
-74.82022764;9.086117221;SUCRE;0;0.442183817;0.357142857;0.092161704;0.258850083;0.350514851;0.098977942;0.093392658;0.080568402;0.239192467;0.609675721
-75.75268835;1.008137073;CAQUETÁ;0.047619048;0.351894907;0.5;0.129498505;0.250801853;0.373620241;0.074697891;0.176964832;0.048754917;0.215190686;0.733262936
-71.94976778;5.763367854;CASANARE;0.058201058;0.453569344;0.928571429;0.058558582;0.201651224;0.267435047;0.065831727;0.081363711;0.008887487;0.37147481;0.459258499
-75.47662452;3.923726514;TOLIMA;0.306878307;0.711754172;0.428571429;0.298718508;0.430862438;0.430866598;0.012966336;0.115008765;0.006647619;0.104979833;0.493275051
-75.42885385;9.37114638;SUCRE;0.021164021;0.252509541;0.357142857;0.149443566;0.25222737;0.423273379;0.046381442;0.041064733;0.010556785;0.410103099;0.576794007
-74.11352811;10.11723393;MAGDALENA;0.015873016;0.386527864;0.5;0.078889048;0.193632692;0.321244887;0.026260243;0.020207297;0.01723723;0.326851097;0.642551592
-73.84844024;10.95124033;CESAR;0.62962963;0.079111336;0.428571429;0.712747561;0.131028748;0.626971337;0.008069526;0.037660328;0.021389265;0.325368827;0.422660323
-75.2403981;5.225053654;CALDAS;0.444444444;0.705040775;0.642857143;0.340608;0.306070325;0.302709468;0.006780215;0.035137128;0.054919396;0.005257792;0.600005259
-74.62298248;3.832995903;TOLIMA;0.439153439;0.845386424;0.714285714;0.255215123;0.275807793;0.275359496;0.020148319;0.02754892;0.012902173;0.180466335;0.41943175
-75.66150996;0.938282679;CAQUETÁ;0.042328042;0.324183508;0.5;0.135641011;0.246050131;0.384551471;0.093595066;0.187195212;0.062361875;0.247187933;0.685794863
-75.36632935;7.328534484;ANTIOQUIA;0.116402116;0.462323837;0.571428571;0.152695481;0.177506534;0.406512243;0.014560762;0.070569258;0.094452388;0.230065194;0.410754271
-77.84557766;2.68855586;CAUCA;0;0.209991232;0.357142857;0.10950525;0.254543835;0.380904848;0.071192268;0.113864659;0.054395818;0.304122544;0.568003563
-73.25936439;10.03826512;CESAR;0.021164021;0.2707176;0.571428571;0.190754945;0.224043716;0.492611173;0.010830175;0.011805615;0.046659869;0.09936352;0.606517264
-75.4784672;1.858501246;CAQUETÁ;0.253968254;0.588556883;0.642857143;0.121284386;0.211511048;0.206883948;0.009788047;0.168552541;0.009267147;0.227917713;0.549726386
-76.63854943;0.572708216;PUTUMAYO;0.058201058;0.437828698;0.357142857;0.108156284;0.255494179;0.33639745;0.046871924;0.062926928;0.046917019;0.264710689;0.559205978
-74.70647192;1.760747435;CAQUETÁ;0.052910053;0.341979137;0.714285714;0.14768514;0.264581848;0.402595586;0.068734268;0.156088988;0.051769813;0.136509111;0.553357476
-72.29809309;11.34957409;LA GUAJIRA;0.010582011;0.320954604;0.428571429;0.12655972;0.253058921;0.40130353;0.085746061;0.096528243;0.022236335;0.365603374;0.41934865
-77.11920544;4.165614592;CHOCÓ;0;0.428392124;0.428571429;0.059546195;0.240169874;0.304605315;0.05924708;0.169065586;0.086833175;0.179009431;0.557969862
-76.19417371;4.397331175;VALLE DEL CAUCA;0.285714286;0.235133612;0.5;0.241870217;0.236724875;0.430279144;0.005096295;0.073421246;0.014613179;0.162942932;0.526591418
-70.32956454;-3.622786548;AMAZONAS;0.021164021;0.307261616;0.785714286;0.156573685;0.257602756;0.437779246;0.949171183;0.930988876;0.928003799;0.783462368;0.671070545
-71.54168805;6.72008423;ARAUCA;0.037037037;0.444884136;0.928571429;0.076889742;0.238952245;0.309764902;0.09434895;0.061383284;0.027646264;0.559075965;0.484434941
-74.7891916;2.563330505;CAQUETÁ;0.158730159;0.517988451;0.785714286;0.205256064;0.25787004;0.343708956;0.019884448;0.070748716;0.009313196;0.158407015;0.672482924
-77.44902626;3.219520069;CAUCA;0.005291005;0.199052324;0.357142857;0.08903023;0.228201473;0.346192171;0.046934442;0.099341568;0.052925089;0.127943885;0.585679562
-73.97665245;7.744709232;BOLÍVAR;0.015873016;0.576869615;0.857142857;0.06128054;0.224192207;0.286876985;0.029145059;0.009136787;0.064327296;0.147398653;0.630672482
-75.59514225;7.603461197;ANTIOQUIA;0.148148148;0.439380849;0.5;0.147733305;0.223152768;0.338608942;0.004995284;0.046688531;0.048289089;0.187328359;0.546598118
-72.91457347;10.74147209;LA GUAJIRA;0.042328042;0.118547683;0.5;0.190851289;0.187633642;0.472015201;0.02141891;0.008706439;0.01187857;0.146178098;0.555638187
-76.82141887;2.047668151;CAUCA;0.444444444;0.668085193;0.285714286;0.206195516;0.323918983;0.340685672;0.008661074;0.009455005;0.032985252;0.194808325;0.498317545
-77.29567371;2.454703377;CAUCA;0.35978836;0.395278337;0.285714286;0.209495607;0.301288905;0.329234675;0.024461933;0.036419019;0.020706087;0.249016063;0.423321879
-74.18923665;10.42295712;MAGDALENA;0.010582011;0.212351706;0.5;0.132557702;0.231705868;0.400507992;0.01754742;0.003611925;0.000792686;0.351580735;0.412816519
-75.80152975;1.940890631;HUILA;0.216931217;0.675137272;0.571428571;0.163053432;0.198711095;0.275108418;0.006399038;0.125915469;0.005860487;0.152698715;0.550605755
-74.60196741;4.297374621;CUNDINAMARCA;0.084656085;0.724838681;0.785714286;0.062003188;0.202987646;0.187631264;0.007934738;0.030694926;0.005786982;0.165965312;0.432176596
-76.05793846;2.121078579;HUILA;0.444444444;0.798552947;0.357142857;0.298814871;0.367753623;0.304753995;0.020026194;0.090890027;0.002955188;0.144692189;0.551427993
-74.42501767;10.18347792;MAGDALENA;0.021164021;0.405576025;0.428571429;0.085031554;0.236843668;0.325169975;0.068532497;0.042711815;0.026783028;0.413103642;0.502901691
-73.92714338;7.470096595;BOLÍVAR;0.010582011;0.606407214;0.928571429;0.034277606;0.212194108;0.249357978;0.041177969;0.029338004;0.053888677;0.186099919;0.648518901
-77.4237025;1.102382739;NARIÑO;0.534391534;0.907612046;0.428571429;0.178494015;0.074602043;0.026096593;0.008018818;0.061267971;0.043131637;0.056207928;0.536800733
-72.16079145;11.74007729;LA GUAJIRA;0.005291005;0.212108191;0.357142857;0.17887942;0.270788786;0.483177369;0.020656957;0.054852898;0.022683588;0.48126816;0.333207817
-71.44675546;4.929101249;CASANARE;0.026455026;0.397450682;0.785714286;0.106349665;0.26300784;0.352630402;0.19001933;0.194588674;0.126827729;0.56409539;0.582938229
-75.55523542;5.201650086;CALDAS;0.264550265;0.552569131;0.5;0.181842289;0.266452839;0.305642473;0.002309751;0.041338752;0.012914482;0.026460223;0.60251482
-77.10874961;1.414961348;NARIÑO;0.35978836;0.748847395;0.428571429;0.156718238;0.055981231;0.140211438;0.008035398;0.05757218;0.052273201;0.057734632;0.528474157
-73.59121635;4.660262918;CUNDINAMARCA;0.529100529;0.648151743;0.928571429;0.268584106;0.229359705;0.24304113;0.014455135;0.002010181;0.009855776;0.053239789;0.376574441
-71.82772809;4.556928501;META;0.026455026;0.375393635;0.857142857;0.107650437;0.250890948;0.358861915;0.177765317;0.172572479;0.122593471;0.484865984;0.60330622
-74.71028281;8.499105154;SUCRE;0;0.476075102;0.571428571;0.08156287;0.263720599;0.350920859;0.038732707;0.029192753;0.022509974;0.091298385;0.482445405
-75.04686162;0.440875548;CAQUETÁ;0.037037037;0.278686875;0.642857143;0.167871084;0.266215253;0.435372829;0.201032006;0.268155387;0.141594341;0.193234476;0.546181967
-76.23347443;3.817302514;VALLE DEL CAUCA;0.291005291;0.318871654;0.428571429;0.267186987;0.303456878;0.39287725;0.015574483;0.074678271;0.011641167;0.080535119;0.612496259
-77.51679723;1.275402728;NARIÑO;0.275132275;0.766526315;0.357142857;0.159102952;0.056664291;0.230212212;0.00221002;0.062976934;0.033094547;0.01832822;0.540015348
-73.88641192;5.047338289;CUNDINAMARCA;0.62962963;0.830350111;0.928571429;0.237173007;0.154074602;0.016174277;0.013745793;0.015257335;0.001512445;0.110812604;0.640859724
-73.24206757;6.216900294;SANTANDER;0.37037037;0.597713263;1;0.259647362;0.272362794;0.296975552;0.009861855;0.057189203;0.01267596;0.130503347;0.649261934
-76.73730193;1.888618052;CAUCA;0.566137566;0.741426297;0.285714286;0.381268981;0.364011642;0.366282002;0.004500905;0.027127975;0.035842154;0.150732001;0.521682987
-74.77885435;2.137178481;CAQUETÁ;0.063492063;0.383715211;0.714285714;0.166281265;0.271026372;0.429223089;0.015463277;0.123705466;0.012143273;0.104186096;0.688134978
-72.35986457;-0.471353363;CAQUETÁ;0.031746032;0.313495481;0.714285714;0.160283283;0.25154431;0.4371231;0.492620494;0.448885486;0.428198727;0.167731135;0.427967051
-75.48765563;3.212350578;HUILA;0.26984127;0.777700558;0.642857143;0.12154938;0.213679021;0.198281343;0.015124482;0.065223365;0.017266537;0.052733697;0.584331456
-75.37726411;2.452852149;HUILA;0.301587302;0.723790303;0.785714286;0.196704732;0.238714659;0.297931358;0.013535012;0.093996418;0.013667663;0.138324123;0.583927965
-74.00647549;9.524936781;CESAR;0.015873016;0.518726385;0.5;0.099677229;0.250980043;0.350053608;0.054253958;0.039305999;0.058134823;0.30547715;0.506546089
-72.78659909;-1.757975565;AMAZONAS;0.031746032;0.2444775;0.857142857;0.167220713;0.259770729;0.444086485;0.703368384;0.587352215;0.553785551;0.246059187;0.532481794
-71.81210093;1.250052266;GUAVIARE;0.042328042;0.239963513;0.714285714;0.187069428;0.258820385;0.467415467;0.24928484;0.321182864;0.316152846;0.172776928;0.586636837
-73.33203859;5.881269973;SANTANDER;0.497354497;0.63907474;1;0.269547637;0.288310763;0.294880153;0.002298493;0.058483526;0.025949464;0.039270421;0.684824603
-75.08090235;9.763447242;BOLÍVAR;0.037037037;0.3544699;0.357142857;0.154333494;0.265116417;0.422238165;0.023609109;0.0283657;0.020306209;0.436319404;0.554701362
-76.00082064;4.649878901;VALLE DEL CAUCA;0.19047619;0.277571673;0.357142857;0.154935701;0.164261107;0.314231304;0.005295078;0.033155703;0.044258463;0.073378699;0.510062591
-78.22493938;2.609129814;NARIÑO;0;0.181902918;0.428571429;0.154983866;0.268383226;0.449899899;0.054743131;0.12796344;0.094971853;0.404954756;0.620559251
-71.9294257;1.397958848;GUAVIARE;0.042328042;0.233387775;0.714285714;0.190779027;0.263096935;0.473624755;0.21800202;0.297869871;0.293297782;0.161996614;0.524090621
-75.62945559;8.341586278;CÓRDOBA;0.010582011;0.370727447;0.5;0.125837072;0.258998574;0.399240134;0.009820689;0.016058933;0.00199971;0.322871939;0.581026275
-75.42954012;9.021807845;CÓRDOBA;0.021164021;0.316754202;0.357142857;0.124849459;0.260364695;0.392369;0.042904937;0.079278285;0.031261806;0.341596707;0.540932047
-75.31267123;2.975936192;HUILA;0.095238095;0.756537772;0.714285714;0.007587802;0.128652887;0.131377316;0.014875715;0.042546392;0.013564341;0.005685222;0.574442206
-76.78639914;0.631735407;PUTUMAYO;0.063492063;0.51098553;0.357142857;0.094233288;0.226419577;0.315535879;0.02587371;0.042296988;0.029088031;0.219335498;0.54988577
-73.87308039;5.270005609;CUNDINAMARCA;0.656084656;0.792675388;0.928571429;0.281447236;0.206492041;0.185377176;0.001869697;0.020029458;0.003348496;0.081984239;0.697226336
-73.63387201;6.125580387;SANTANDER;0.439153439;0.70798702;1;0.219516317;0.403450938;0.260848252;0.020660564;0.046089989;0.02606581;0.146244647;0.654158354
-78.68110027;1.702110449;NARIÑO;0;0.315602831;0.357142857;0.083104493;0.233012592;0.354905181;0.094258455;0.102306399;0.092182965;0.318530913;0.701747507
-73.28022484;8.412628726;NORTE DE SANTANDER;0.201058201;0.542644032;0.642857143;0.269186313;0.343846519;0.436058213;0.003920162;0.018415982;0.037707432;0.266898643;0.691191508
-76.91873309;3.885473925;VALLE DEL CAUCA;0.021164021;0.392793381;0.428571429;0.082165076;0.188940366;0.331625393;0.01859619;0.12782923;0.089302183;0.085677978;0.555496008
-74.93565656;4.666972498;TOLIMA;0.084656085;0.719743962;0.714285714;0.054126337;0.186089332;0.247355166;0.004953351;0.062755898;0.020477129;0.124612453;0.623247673
-75.73713369;8.611246999;CÓRDOBA;0.005291005;0.311067866;0.428571429;0.12998027;0.257899739;0.409935397;0.018729978;0.041151488;0.003425525;0.367288652;0.553983649
-72.51525836;6.567429172;BOYACÁ;0.576719577;0.639376142;1;0.39692635;0.201383939;0.284717156;0.001742178;0.037743864;0.037411577;0.312831559;0.499732846
-67.83584945;4.97299178;VICHADA;0.031746032;0.422605729;0.642857143;0.126848797;0.254098361;0.380145987;0.234477831;0.150922132;0.55182942;0.404274676;0.532682403
-73.97562666;8.41026028;BOLÍVAR;0.042328042;0.418335129;0.714285714;0.130943801;0.243555476;0.369603271;0.008059245;0.06432888;0.030449361;0.07185963;0.634492495
-77.13963269;7.774544446;CHOCÓ;0;0.214101309;0.5;0.211735815;0.267492278;0.552409465;0.021770006;0.063645134;0.074780664;0.28023484;0.593670166
-72.58101037;7.735940174;NORTE DE SANTANDER;0.174603175;0.632452141;0.857142857;0.122633351;0.219796864;0.279434455;0.006484236;0.06485615;0.017414642;0.507231276;0.631750837
-74.60066744;10.27690716;MAGDALENA;0.005291005;0.391621067;0.357142857;0.076070735;0.220747208;0.327011482;0.072583925;0.056050928;0.051103701;0.462521317;0.491477684
-77.7469924;0.96793756;NARIÑO;0.64021164;0.853606516;0.357142857;0.332297551;0.178635068;0.156074612;0.010870327;0.087782327;0.056450128;0.034117416;0.530978849
-76.17606146;0.96838366;PUTUMAYO;0.052910053;0.459099465;0.357142857;0.100761201;0.23681397;0.326510204;0.035318592;0.122210165;0.024433987;0.175910141;0.691725816
-76.92073246;6.639173324;CHOCÓ;0;0.264159853;0.357142857;0.110516945;0.218133761;0.386974074;0.009361316;0.083544624;0.057490291;0.274441132;0.662808566
-74.67065449;8.474852487;SUCRE;0;0.476829059;0.642857143;0.098376457;0.268591114;0.361212114;0.031184317;0.023496525;0.016350698;0.078549188;0.476243403
-69.6900602;-0.614394951;VAUPÉS;0.026455026;0.305120901;0.642857143;0.158645298;0.257810644;0.436051176;0.438432041;0.597488668;0.68919998;0.439877586;0.500750499
-76.86173977;4.9372048;CHOCÓ;0.010582011;0.423893485;0.5;0.055571633;0.224637681;0.303802068;0.003024956;0.127282522;0.004087508;0.277181879;0.520660789
-76.91452598;0.267505658;PUTUMAYO;0.058201058;0.473062333;0.357142857;0.124825377;0.267076503;0.352177897;0.057275184;0.065304758;0.044194746;0.247739563;0.58739675
-76.79252195;1.965603018;CAUCA;0.624338624;0.699820314;0.285714286;0.353567484;0.437782134;0.315421252;0.005953832;0.017520307;0.042849068;0.175120295;0.515046007
-74.60293637;5.81756103;ANTIOQUIA;0.026455026;0.498121338;0.714285714;0.072939261;0.214362081;0.297399836;0.026801902;0.05737998;0.015569672;0.068594408;0.621773618
-76.42859474;0.516721985;PUTUMAYO;0.052910053;0.381349209;0.428571429;0.109987015;0.24708957;0.337711449;0.079734141;0.091005115;0.067015201;0.307093488;0.579700891
-73.27419064;3.914200457;META;0.047619048;0.426936481;0.785714286;0.105530687;0.261582324;0.32852949;0.045223492;0.103502946;0.024218129;0.099582986;0.302403284
-76.08685782;4.058763118;VALLE DEL CAUCA;0.391534392;0.334731838;0.428571429;0.249915706;0.249792112;0.31297652;0.002597253;0.102751068;0.019451512;0.153589907;0.687722074
-73.25453544;-1.153372296;AMAZONAS;0.037037037;0.24129591;0.785714286;0.158693463;0.256830601;0.429967472;0.579722939;0.499110514;0.451809128;0.115384882;0.616239664
-73.9451989;3.234958781;META;0.100529101;0.395549064;0.785714286;0.191525756;0.310911143;0.521270734;0.008442301;0.060561265;0.01299451;0.089461103;0.551310484
-69.67810328;-0.875863268;VAUPÉS;0.026455026;0.298426717;0.785714286;0.157079561;0.256206938;0.433555233;0.480646912;0.626232501;0.71097702;0.491641115;0.423825674
-73.62813913;10.33917045;CESAR;0.349206349;0.12385219;0.642857143;0.322758591;0.342242813;0.504425731;0.001412198;0.050423471;0.063043718;0.192518175;0.594948157
-75.32146416;5.870118566;ANTIOQUIA;0.502645503;0.578729575;0.571428571;0.342800032;0.31489071;0.346302101;0.010810207;0.056962524;0.046191874;0.016207217;0.673449288
-70.37490052;-3.688968899;AMAZONAS;0.015873016;0.306299741;0.714285714;0.15695912;0.258345213;0.441753459;0.961484771;0.935572937;0.932441813;0.795951423;0.644099009
-75.25972998;8.688212739;SUCRE;0.010582011;0.42950572;0.428571429;0.084959308;0.245010691;0.338984372;0.048697713;0.080537818;0.045922221;0.24948807;0.535784054
-76.45790631;0.577736319;PUTUMAYO;0.058201058;0.396056738;0.428571429;0.101989696;0.243644571;0.328973499;0.070302595;0.085096941;0.058157305;0.291659999;0.586583926
-73.54607613;7.119692783;SANTANDER;0.026455026;0.629486152;0.928571429;0.012477732;0.198265621;0.196951281;0.012306542;0.009635229;0.009250787;0.330106226;0.677993182
-73.70317394;6.47744726;SANTANDER;0.105820106;0.711099307;1;0.051018946;0.196661915;0.184985157;0.029332651;0.02588276;0.003519371;0.237922839;0.642863218
-75.21065165;4.422613653;TOLIMA;0.248677249;0.758219671;0.571428571;0.151756033;0.16233072;0.220135742;0.016052846;0.070072178;0.010592155;0.072336509;0.523938703
-72.22175044;11.26025769;LA GUAJIRA;0.010582011;0.321147918;0.5;0.128342257;0.248336897;0.400196266;0.08726371;0.098566168;0.017638858;0.355413183;0.525974983
-73.29200586;-1.662609396;AMAZONAS;0.031746032;0.236176511;0.857142857;0.151274268;0.252375861;0.418545399;0.644746868;0.563337656;0.503194791;0.10846097;0.455760175
-73.78251569;5.152487129;CUNDINAMARCA;0.624338624;0.781086482;0.928571429;0.327022222;0.361101212;0.217160932;0.014078244;0.023624184;0.003248429;0.089568556;0.650144549
-76.96134125;6.802476338;ANTIOQUIA;0;0.263020204;0.357142857;0.11856243;0.217064623;0.387338019;0.029164898;0.079263539;0.070097434;0.253598145;0.688384603
-72.65344365;5.05646337;CASANARE;0.116402116;0.510869963;0.857142857;0.085007473;0.214005702;0.231419829;0.028180647;0.050672726;0.0013042;0.237776251;0.564506862
-74.21368293;10.30557579;MAGDALENA;0.037037037;0.28699311;0.5;0.122464716;0.230785222;0.369260206;0.028409535;0.012914767;0.003538953;0.354536108;0.458819302
-76.93490519;8.17706563;CHOCÓ;0;0.255708163;0.428571429;0.156814567;0.247891423;0.463354397;0.029219209;0.08649891;0.029352746;0.304863202;0.452605289
-72.44833253;5.77830003;BOYACÁ;0.53968254;0.539893314;0.928571429;0.240882608;0.349281302;0.227796289;0.0031453;0.051121614;0.007462975;0.23015328;0.445329801
-75.66812148;1.026958833;CAQUETÁ;0.047619048;0.338572052;0.5;0.140145504;0.271085769;0.393049037;0.086232271;0.188189127;0.05146114;0.227748306;0.730809857
-74.39220533;5.915964331;BOYACÁ;0.042328042;0.540057508;0.785714286;0.049380931;0.194048468;0.247912001;0.06292412;0.05593333;0.007356198;0.118582655;0.633280725
-75.03535365;1.127602552;CAQUETÁ;0.052910053;0.339989817;0.642857143;0.136869506;0.259622238;0.388231451;0.09928808;0.247615743;0.066183462;0.337352646;0.545326944
-73.97462281;7.815607028;BOLÍVAR;0.010582011;0.56341384;0.857142857;0.077106542;0.214985745;0.304180105;0.019219786;0.015451583;0.060815021;0.14698546;0.635801648
-72.73621707;-1.394099092;AMAZONAS;0.031746032;0.245893405;0.785714286;0.171580682;0.262295082;0.454128987;0.642917507;0.543609844;0.521586655;0.239388987;0.573682294
-74.80731424;10.78789569;ATLÁNTICO;0.005291005;0.25932833;0.142857143;0.14255433;0.255969351;0.427099831;0.032113223;0.03512558;0.028427137;0.544231531;0.389803604
-74.25373677;4.429801181;CUNDINAMARCA;0.708994709;0.826721885;0.857142857;0.393794876;0.452037301;0.2383319;0.00326155;0.002118228;0.010248444;0.133676198;0.444498474
-75.6795668;8.383298728;CÓRDOBA;0.010582011;0.354866403;0.5;0.117791588;0.247624139;0.387081818;0.016071674;0.014577128;0.008461918;0.330958321;0.576826468
-73.23980286;-1.345374392;AMAZONAS;0.031746032;0.235760554;0.785714286;0.156621879;0.257305773;0.427094445;0.606516619;0.523833658;0.473077345;0.097258308;0.564870101
-72.97888333;4.063915415;META;0.037037037;0.452135812;0.785714286;0.110348339;0.26336422;0.36303477;0.012678731;0.100529684;0.046803186;0.172554679;0.222556643
-73.38877804;5.064571854;BOYACÁ;0.291005291;0.59854302;0.928571429;0.240400843;0.150362319;0.312550331;0.02878214;0.044857206;0.002818635;0.038894299;0.494355029
-69.95969951;5.768154528;VICHADA;0.021164021;0.34608629;0.785714286;0.139230138;0.258256118;0.412592641;0.3143435;0.295461958;0.248556481;0.895827736;0.415938945
-74.28782508;10.9189603;MAGDALENA;0;0.035113105;0.285714286;0.184347459;0.239427417;0.473631512;0.023275993;0.01541484;0.027129974;0.42336231;0.39944615
-69.58809753;-1.515598687;AMAZONAS;0.031746032;0.308654913;0.857142857;0.161776772;0.260602281;0.438146189;0.583380227;0.695226632;0.774421559;0.529724886;0.467637987
-74.20290308;10.01550933;MAGDALENA;0.026455026;0.465345952;0.5;0.091029538;0.247683535;0.339260079;0.046926299;0.033145821;0.005336362;0.355333594;0.557329081
-73.77321342;9.587046368;CESAR;0.005291005;0.476729785;0.5;0.102302855;0.256652411;0.364029937;0.04870557;0.039562002;0.051306962;0.290712421;0.738898169
-74.56749843;4.161285644;TOLIMA;0.312169312;0.787542509;0.785714286;0.078455479;0.213233547;0.124606421;0.011040017;0.013396966;0.00056282;0.171191777;0.377069147
-76.27225231;4.921092949;CHOCÓ;0.111111111;0.380518521;0.357142857;0.368357675;0.207086006;0.550164909;0.002216603;0.063442102;0.051101043;0.109669355;0.52050173
-75.33999426;2.406919635;HUILA;0.576719577;0.709576778;0.785714286;0.350508275;0.502969827;0.337194858;0.008299938;0.096774481;0.020795581;0.150257276;0.582908689
-69.80308343;4.394655064;VICHADA;0.021164021;0.367444977;0.785714286;0.130847442;0.25017819;0.396496052;0.31171211;0.266127835;0.34232005;0.567746447;0.523275849
-76.60049026;3.304789083;VALLE DEL CAUCA;0.37037037;0.371085422;0.5;0.266488428;0.289290805;0.355666247;0.001265435;0.054095234;0.020187921;0.080046858;0.655005262
-77.30662448;3.294176031;VALLE DEL CAUCA;0.005291005;0.228008634;0.357142857;0.09351064;0.24281302;0.371584818;0.031433484;0.087920943;0.049643038;0.082651924;0.569869747
-73.22108499;10.25938983;CESAR;0.021164021;0.133048402;0.642857143;0.197523742;0.177803516;0.495250233;0.005037322;0.016247088;0.019937905;0.076182573;0.618724879
-71.93445423;1.315553628;GUAVIARE;0.047619048;0.232427067;0.714285714;0.189670973;0.260810169;0.4713365;0.228980824;0.303353548;0.297579018;0.182610013;0.484524534
-74.35833375;2.001072334;META;0.074074074;0.320425226;0.714285714;0.159223393;0.248277501;0.393159441;0.073445676;0.106686231;0.054447883;0.040484328;0.600718752
-72.49841221;6.43902783;BOYACÁ;0.645502646;0.630697203;1;0.33812691;0.093638632;0.20067926;0.001936493;0.033163062;0.035448297;0.290666821;0.491288761
-73.72210577;11.08533621;MAGDALENA;0.153439153;0.034114843;0.357142857;0.353880631;0.222796389;0.655376156;0.002217896;0.058913536;0.03557888;0.326164735;0.457387771
-73.35557167;5.221883274;BOYACÁ;0.396825397;0.61834924;0.928571429;0.323987102;0.280440722;0.280486115;0.01745102;0.061977031;0.004878548;0.050647671;0.509185495
-72.11541148;12.05645107;LA GUAJIRA;0;0.152593999;0.214285714;0.175868403;0.245664053;0.48981189;0.024175261;0.052194458;0.023181542;0.567653375;0.281963554
-76.06263576;8.874976825;CÓRDOBA;0.026455026;0.18681918;0.285714286;0.150358931;0.272392492;0.427449958;0.007628626;0.006326917;0.010862741;0.433637919;0.580305965
-74.8501538;4.488642225;CUNDINAMARCA;0.142857143;0.668703653;0.714285714;0.039191617;0.214807555;0.172573609;0.013768004;0.059843841;0.001540439;0.129342551;0.578080437
-74.38192917;5.443265574;CUNDINAMARCA;0.222222222;0.654542566;0.785714286;0.147829664;0.234408411;0.219529783;0.051967947;0.007302618;0.004850911;0.07785091;0.629957366
-73.87744758;9.515265957;CESAR;0.010582011;0.493478625;0.5;0.094209206;0.239605607;0.347711182;0.040594048;0.034501534;0.052662788;0.312466302;0.563539199
-75.55422842;5.486827277;CALDAS;0.28042328;0.559826368;0.5;0.151563344;0.080690188;0.186540806;0.002982527;0.06237345;0.038952687;0.031760837;0.648042373
-72.74395847;6.74363341;SANTANDER;0.624338624;0.597990723;0.928571429;0.381317158;0.279312188;0.338381562;0.003209844;0.02111831;0.04103176;0.316252918;0.503653812
-76.90693245;0.269457118;PUTUMAYO;0.058201058;0.470494767;0.357142857;0.124825377;0.267076503;0.352177897;0.058228246;0.065435027;0.044821789;0.248816781;0.58739675
