Elevation (m);Surface Temperature (C);Moho Depth (m);Curie Depth (Km);Magnetic Anomaly (nT)
304.8;26.676;43102.27928;30;6.8331
695.5536;24.722232;44817.06573;28;-5.4897
257.8608;26.910696;36430.6613;24;62.8885
498;25.71;44149.3547;26;-19.9686
455;25.925;44151.51203;26;-19.9686
235.6104;27.021948;33931.72565;24;22.9444
181.6608;27.291696;41687.92135;36;31.2108
186.5376;27.267312;37751.9382;34;33.0674
149.0472;27.454764;36896.65441;32;21.7434
134.7216;27.526392;36969.44235;32;21.7434
106.3752;27.668124;37001.25894;32;21.7434
92.0496;27.739752;37104.64471;32;21.3828
145.6944;27.471528;36945.48321;32;21.7434
133.5024;27.532488;36997.22659;32;21.7434
125.5776;27.572112;36897.98488;32;22.919
123.444;27.58278;37045.27636;32;21.7434
143.5608;27.482196;37002.95911;32;21.7434
129.8448;27.550776;36979.65511;32;21.7434
130.7592;27.546204;36955.0716;32;21.7434
132.588;27.53706;36916.24279;32;21.7434
142.6464;27.486768;37022.71144;32;21.7434
137.7696;27.511152;36919.10689;32;21.7434
93.5736;27.732132;37008.6036;32;21.7434
103.0224;27.684888;37019.45646;32;21.7434
125.5776;27.572112;36949.92641;32;21.7434
130.4544;27.547728;36928.44362;32;22.919
137.7696;27.511152;36997.1743;32;21.7434
88.6968;27.756516;36955.15583;32;21.7434
134.4168;27.527916;37007.801;32;21.7434
113.9952;27.630024;36994.56864;32;21.7434
136.2456;27.518772;36972.97119;32;21.7434
138.0744;27.509628;36906.51526;32;21.7434
119.1768;27.604116;36939.17153;32;21.7434
89.3064;27.753468;36960.04608;32;21.7434
129.8448;27.550776;36905.12986;32;22.919
106.68;27.6666;37024.85426;32;21.7434
131.064;27.54468;37043.95617;32;21.7434
124.0536;27.579732;37026.57932;32;21.7434
134.4168;27.527916;37025.45901;32;21.7434
1.2192;28.193904;34731.36339;18;-78.4092
0.6096;28.196952;34698.7565;18;-82.1769
121.92;27.5904;32050.41052;24;-24.1747
121.92;27.5904;32049.85141;24;-24.1747
160.6296;27.396852;37838.11879;32;18.2264
136.2456;27.518772;36695.23817;32;46.1212
155.1432;27.424284;36589.59872;36;-54.6857
125.8824;27.570588;41203.79899;36;48.678
340;26.5;43366.85222;26;-47.4999
186;27.27;35684.96256;36;-47.8643
187.452;27.26274;35693.26265;36;-45.9343
188;27.26;35627.88482;36;-59.3356
179.832;27.30084;35631.75778;36;-50.9977
187.1472;27.264264;35634.92713;36;-60.2174
185;27.275;35533.03716;36;-74.0136
191;27.245;35657.5124;36;-50.9977
172.21;27.33895;35600.7849;36;-60.2174
191.2;27.244;35652.61288;36;-50.9977
188.976;27.25512;35629.80709;36;-60.2174
159.7152;27.401424;35594.27304;36;-50.9977
184.7088;27.276456;35613.56957;36;-59.3356
182.88;27.2856;35607.52388;36;-60.2174
184.404;27.27798;35639.18474;36;-60.2174
178.0032;27.309984;35604.42277;36;-60.2174
161.544;27.77777778;35597.256;36;-60.2174
191.7192;27.241404;35628.83452;36;-60.2174
185.928;27.27036;35592.72892;36;-59.3356
202.3872;27.188064;35648.16089;36;-60.2174
193.2432;27.233784;35577.24496;36;-59.3356
169.7736;27.351132;35593.35534;36;-60.2174
161;27.395;35573.33573;36;-59.3356
192.3288;27.238356;35626.32324;36;-50.9977
207.8736;27.160632;35448.25494;36;-72.667
183.1848;27.284076;35655.08395;36;-60.2174
191.4144;27.242928;35703.21872;36;-45.9343
164.592;27.37704;35572.60738;36;-60.2174
182.5752;27.287124;35643.76051;36;-60.2174
186.8424;27.265788;35629.14538;36;-50.9977
188.976;27.25512;35630.04876;36;-60.2174
197;27.215;35593.88215;36;-60.8259
185.928;27.27036;35634.83018;36;-60.2174
188.976;27.25512;35657.81052;36;-50.9977
186.5376;27.267312;35629.86144;36;-60.2174
182;27.29;35615.05001;36;-50.9977
191;27.245;35708.95186;36;-47.8643
174;27.33;35506.0791;36;-66.8411
153.6192;27.431904;35722.84206;36;-36.6993
131.064;27.54468;34961.34562;32;4.6743
156.6672;27.416664;34601.16036;34;-16.0384
161.8488;27.390756;34606.85494;34;-16.0384
307.2384;26.663808;43150.98969;28;-49.1572
388.62;26.2569;43266.36814;26;-44.6126
377;26.315;43202.78657;26;-44.9375
368.1984;26.359008;43113.72674;26;-40.1825
117.348;27.61326;33742.48665;34;11.4738
245.9736;26.970132;31587.21708;34;94.2468
232.5624;27.037188;31870.7089;34;106.9402
306.0192;26.669904;35269.19113;34;17.0159
268.5288;26.857356;35512.10933;32;29.4147
241.4016;26.992992;34257.18342;34;120.081
298.3992;26.708004;35309.08234;32;17.656
466.6488;25.866756;36135.8998;34;-19.2644
396.24;26.2188;35657.19643;34;-11.703
74.9808;27.825096;41126.16204;34;19.4676
74.9808;27.825096;42125.24567;34;22.9679
127.7112;27.561444;41395.47258;36;46.6526
119.1768;27.604116;41117.08841;36;48.678
323.3928;26.583036;43486.97469;30;15.4662
399;26.205;44983.85249;30;-3.1115
99.9744;27.700128;32107.16006;18;-16.1067
532.1808;25.539096;42173.85872;22;-13.3503
532.1808;25.539096;42037.96302;22;-13.3503
544.6776;25.476612;42104.95578;22;-13.3503
544.6776;25.476612;42156.9277;22;-13.3503
223.7232;27.081384;37797.31994;32;19.1799
291.3888;26.743056;37813.09596;32;19.1799
166.116;27.36942;37654.62611;32;39.4464
213.0552;27.134724;40286.42978;36;30.1766
718;24.61;45738.53654;30;-2.3928
609;25.155;45712.40667;30;-2.7063
703;24.685;45992.1188;30;-3.1032
520;25.6;45775.55792;30;-3.1032
824;24.08;45913.54747;30;-2.3928
830.2752;24.048624;45829.08393;30;-3.1032
835;24.025;45828.54988;30;-3.1032
887;23.765;45875.22693;30;-3.1032
817.7784;24.111108;45886.43645;30;-3.1032
854.964;23.92518;45945.89565;30;-3.1032
843;23.985;45867.21906;30;-3.1032
803;24.185;45931.03482;30;-3.1032
861;23.895;45854.3113;30;-3.1032
697;24.715;45837.60402;30;-3.1032
795;24.225;45865.95712;30;-3.1032
756;24.42;45929.33984;30;-3.1032
827;24.065;45859.10644;30;-3.1032
837.2856;24.013572;45866.27856;30;-3.1032
730;24.55;45831.39689;30;-3.1032
818;24.11;45964.27574;30;-3.1032
845.82;23.9709;45854.88731;30;-3.1032
862;23.89;45945.98573;30;-3.1032
706;24.67;45828.40906;30;-3.1032
819;24.105;45966.38416;30;-3.1032
791;24.245;45916.02631;30;-3.1032
838;24.01;45867.70921;30;-3.1032
862;23.89;45843.88623;30;-3.1032
849;23.955;45855.43057;30;-3.1032
847;23.965;45763.41215;30;-2.3928
824;24.08;45891.38743;30;-3.1032
782;24.29;45906.4836;30;-3.1032
723;24.585;45784.15532;30;-2.3928
716;24.62;45938.28014;30;-3.1032
792.48;24.2376;45794.84502;30;-2.3928
752;24.44;45767.36248;30;-2.3928
785;24.275;45782.27882;30;-2.3928
749;24.455;45756.25722;30;-2.3928
655;24.925;45732.82864;30;-2.3928
541;25.495;45743.66254;30;-3.1032
619.6584;25.101708;45909.40248;30;-3.1032
843;23.985;45858.59741;30;-2.3928
795;24.225;45875.42648;30;-2.3928
498;25.71;45768.27617;30;-3.1032
822;24.09;45890.78107;30;-3.1032
669;24.855;45992.45426;30;-3.1032
510;25.65;45784.70626;30;-3.1032
563;25.385;45775.70906;30;-3.1032
668;24.86;45978.86611;30;-3.1032
560;25.4;45887.90965;30;-3.1032
727.5576;24.562212;45762.40308;30;-2.3928
605;25.175;46031.31092;30;-3.1032
564;25.38;45789.03861;30;-3.1032
770;24.35;45834.50666;30;-2.3928
771;24.345;45782.26512;30;-2.3928
762;24.39;45815.5447;30;-2.3928
783;24.285;45818.72193;30;-2.3928
826.6176;24.066912;45897.31675;30;-3.1032
498.0432;25.709784;45748.40654;30;-3.1032
136.8552;27.515724;35496.72744;32;-8.7665
135.3312;27.523344;33430.64411;20;-8.3739
444.7032;25.976484;35915.50794;34;-17.6342
255.1176;26.924412;43927.1897;36;6.9484
287.1216;26.764392;43947.60087;36;6.9484
212.1408;27.139296;43996.24247;36;6.9484
214.884;27.12558;43908.61291;36;6.9484
314.2488;26.628756;37944.37683;20;-2.2424
302.9712;26.685144;38091.34784;20;-10.395
306.9336;26.665332;38054.39673;20;-3.2186
309.9816;26.650092;37978.63176;20;-2.2424
303.276;26.68362;37994.45299;20;-2.2424
59.436;27.90282;41244.68112;36;18.7892
387.096;26.26452;37523.99181;36;-55.6917
94.1832;27.729084;35265.93342;20;0.1405
121.92;27.5904;41895.94876;36;31.5915
116.1288;27.619356;41945.518;36;26.9021
68.2752;27.858624;37752.52269;32;23.3137
67.3608;27.863196;37714.27863;32;23.3137
27.7368;28.061316;37458.58205;24;-59.6927
78.0288;27.809856;42429.62758;34;27.525
51.2064;27.943968;38706.12389;36;20.0141
557.4792;25.412604;45655.15524;30;-5.072
630.936;25.04532;45669.6831;30;-5.072
531.2664;25.543668;45642.19914;30;-5.072
587.3496;25.263252;45659.95135;30;-5.072
650.1384;24.949308;45671.4806;30;-5.072
598.3224;25.208388;45660.02313;30;-5.072
574.8528;25.325736;45657.3893;30;-5.072
650;24.95;45671.53358;30;-5.072
646.7856;24.966072;45682.33734;30;-5.072
644.3472;24.978264;45669.34566;30;-5.072
704.088;24.67956;45684.94871;30;-5.072
560.832;25.39584;45649.62447;30;-5.072
199.9488;27.200256;41860.15311;36;31.3852
49.3776;27.953112;38214.0357;34;21.8218
48.4632;27.957684;38129.80887;34;21.8218
46.6344;27.966828;38073.74462;34;21.8218
261.2136;26.893932;36600.76058;36;-69.2438
138.3792;27.508104;37925.1759;34;52.8136
6;28.17;31538.65018;16;-55.2983
67.9704;27.860148;42070.57418;34;21.0033
67.9704;27.860148;42071.04777;34;22.0777
67.9704;27.860148;42072.10041;34;22.0777
67.9704;27.860148;42071.83721;34;22.0777
192.3288;27.238356;38628.48633;30;7.5356
170;27.35;36690.57166;36;26.1641
169.164;27.35418;36617.41806;36;27.3964
176;27.32;36803.47049;36;26.1641
173;27.335;36783.57653;36;20.9396
170;27.35;36784.60129;36;20.9396
176;27.32;36795.51762;36;14.4534
170;27.35;36835.73877;36;26.1641
170;27.35;36782.30136;36;20.9396
173;27.335;36788.14958;36;20.9396
175;27.325;36842.21042;36;26.1641
171;27.345;36776.28505;36;20.9396
172;27.34;36792.91475;36;26.1641
169;27.355;36793.03031;36;26.1641
146.304;27.46848;41360.58398;36;46.6526
145.9992;27.470004;41274.24561;36;46.6526
126.1872;27.569064;41357.06193;36;46.6526
134.7216;27.526392;41350.1396;36;46.6526
135.9408;27.520296;41332.96745;36;46.6526
124.6632;27.576684;41364.45772;36;46.6526
140.8176;27.495912;41369.29455;36;46.6526
138.684;27.50658;41295.85977;36;46.6526
147.828;27.46086;41291.8625;36;46.6526
127.4064;27.562968;41296.88114;36;46.6526
122.8344;27.585828;41312.7433;36;46.6526
125.5776;27.572112;41321.39134;36;46.6526
133.1976;27.534012;41362.37083;36;46.6526
130.1496;27.549252;41319.39842;36;46.6526
124.6632;27.576684;41316.71749;36;46.6526
148.4376;27.457812;41255.84337;36;46.6526
132.2832;27.538584;41344.00693;36;46.6526
131.6736;27.541632;41289.82034;36;46.6526
136.2456;27.518772;41223.33732;36;46.6526
130.4544;27.547728;41382.28663;36;46.6526
148.4376;27.457812;41234.4463;36;48.678
134.4168;27.527916;41290.52559;36;46.6526
132.8928;27.535536;41304.49345;36;46.6526
124.6632;27.576684;41292.96852;36;46.6526
152.4;27.438;41326.27658;36;46.6526
122.5296;27.587352;41266.50517;36;46.6526
134.112;27.52944;41305.5671;36;46.6526
147.828;27.46086;41314.54245;36;46.6526
151.1808;27.444096;41292.66407;36;46.6526
124.968;27.57516;41366.88199;36;46.6526
124.3584;27.578208;41364.36061;36;46.6526
143.8656;27.480672;41320.75194;36;46.6526
157.8864;27.410568;41246.31632;36;46.6526
155.7528;27.421236;41333.87348;36;46.6526
125.2728;27.573636;41358.41941;36;46.6526
147.2184;27.463908;41282.14449;36;46.6526
157.5816;27.412092;41265.6777;36;46.6526
146.9136;27.465432;41265.0804;36;46.6526
128.9304;27.555348;41318.67737;36;46.6526
134.112;27.52944;41312.96909;36;46.6526
123.7488;27.581256;41332.9627;36;46.6526
147.5232;27.462384;41350.70103;36;46.6526
137.16;27.5142;41270.69223;36;46.6526
126.7968;27.566016;41305.34953;36;46.6526
141.1224;27.494388;41299.61471;36;46.6526
130.7592;27.546204;41333.07907;36;46.6526
139.5984;27.502008;41239.62917;36;46.6526
125.5776;27.572112;41332.49108;36;46.6526
132.8928;27.535536;41300.91852;36;46.6526
125.5776;27.572112;41299.41761;36;46.6526
121.0056;27.594972;41347.67654;36;46.6526
130.7592;27.546204;41288.28269;36;46.6526
119.7864;27.601068;41321.10832;36;46.6526
128.9304;27.555348;41278.56468;36;46.6526
149.0472;27.454764;41281.63536;36;46.6526
135.0264;27.524868;41254.44048;36;46.6526
134.112;27.52944;41242.8771;36;46.6526
121.3104;27.593448;41333.07541;36;46.6526
121.6152;27.591924;41326.86412;36;46.6526
121.92;27.5904;41269.47555;36;46.6526
136.5504;27.517248;41338.62929;36;46.6526
121.0056;27.594972;41309.49166;36;46.6526
150.5712;27.447144;41225.31424;36;48.678
135.636;27.52182;41323.02279;36;46.6526
115.824;27.62088;41275.96395;36;46.6526
128.6256;27.556872;41369.97927;36;46.6526
148.1328;27.459336;41290.55511;36;46.6526
131.3688;27.543156;41309.03771;36;46.6526
140.208;27.49896;41354.65955;36;46.6526
114.9096;27.625452;41286.5065;36;46.6526
123.7488;27.581256;41314.00957;36;46.6526
137.4648;27.512676;41375.37077;36;46.6526
121.92;27.5904;41338.75722;36;46.6526
126.7968;27.566016;41269.51303;36;46.6526
134.7216;27.526392;41320.3838;36;46.6526
144.1704;27.479148;41271.46477;36;46.6526
131.6736;27.541632;41322.13842;36;46.6526
129.54;27.5523;41370.05164;36;46.6526
138.9888;27.505056;41270.44077;36;46.6526
131.6736;27.541632;41263.65921;36;46.6526
126.492;27.56754;41365.60007;36;46.6526
144.78;27.4761;41254.22208;36;46.6526
140.208;27.49896;41328.27402;36;46.6526
135.9408;27.520296;41373.53687;36;46.6526
144.1704;27.479148;41231.45943;36;46.6526
138.9888;27.505056;41240.99721;36;46.6526
128.016;27.55992;41347.57364;36;46.6526
132.8928;27.535536;41274.16791;36;46.6526
112.4712;27.637644;41345.01801;36;46.6526
123.1392;27.584304;41349.48139;36;46.6526
121.3104;27.593448;41332.86313;36;46.6526
121.92;27.5904;41337.24321;36;46.6526
149.9616;27.450192;41285.0356;36;46.6526
129.8448;27.550776;41310.46686;36;46.6526
124.6632;27.576684;41306.9356;36;46.6526
143.256;27.48372;41324.14181;36;46.6526
131.064;27.54468;41307.74683;36;46.6526
121.3104;27.593448;41343.182;36;46.6526
123.444;27.58278;41329.33824;36;46.6526
114.3;27.6285;34327.26543;30;35.3816
142.9512;27.485244;35855.80078;32;-2.8159
141.4272;27.492864;35950.33213;32;4.0142
145.9992;27.470004;35925.70918;32;4.0142
144.78;27.4761;35937.9166;32;4.0142
144.1704;27.479148;35925.36367;32;4.0142
65.532;27.87234;36219.42574;30;29.5111
60.0456;27.899772;36201.21071;30;29.5111
69.7992;27.851004;36224.82956;30;29.5111
61.2648;27.893676;36198.49897;30;29.5111
59.7408;27.901296;36202.60331;30;29.5111
59.7408;27.901296;36171.36147;30;29.5111
51.5112;27.942444;36146.01187;30;29.5111
58.2168;27.908916;36162.2567;30;29.5111
61.8744;27.890628;36162.2362;30;29.5111
65.2272;27.873864;36138.11439;30;29.5111
53.34;27.9333;36044.85561;30;30.243
58.8264;27.905868;36135.60184;30;29.5111
57.3024;27.913488;36182.6039;30;29.5111
47.5488;27.962256;35985.035;30;30.243
62.7888;27.886056;36196.89907;30;29.5111
58.5216;27.907392;36209.91701;30;29.5111
42.9768;27.985116;35973.34172;30;30.9065
64.008;27.87996;36164.20148;30;29.5111
54.864;27.92568;36023.25469;30;30.243
61.5696;27.892152;36138.93028;30;29.5111
64.6176;27.876912;36105.70774;30;29.5111
56.388;27.91806;36044.46534;30;30.243
55.4736;27.922632;36161.99163;30;29.5111
48.768;27.95616;36005.50062;30;30.243
77.1144;27.814428;33651.77609;24;-37.5939
100.584;27.69708;33615.94102;34;-8.4684
61.8744;27.890628;37431.67581;32;23.8637
321.2592;26.593704;38373.69906;20;-13.6106
121.0056;27.594972;37206.47906;32;24.184
70.104;27.84948;39871.08802;36;15.6227
60.3504;27.898248;39986.77197;36;15.6227
53.34;27.9333;39143.68977;34;16.9681
14.0208;28.129896;29066.7139;18;-10.8157
44.8056;27.975972;28997.50906;18;-10.8157
128.9304;27.555348;35669.28248;30;13.0212
222.504;27.08748;33380.93024;32;-14.0733
249.6312;26.951844;31441.46823;32;44.4011
132;27.54;38317.79132;32;17.5638
139;27.505;37768.42401;32;29.9277
160;27.4;38190.34196;32;13.1788
248.412;26.95794;31315.00556;34;77.3412
141;27.495;37899.72671;32;29.9277
219.456;27.10272;31658.35021;32;25.0786
134;27.53;38228.92024;32;15.0941
201.168;27.19416;32458.20955;32;-15.8061
141;27.495;37964.09201;32;11.6466
201.168;27.19416;32304.58783;34;39.5128
139;27.505;37799.15084;32;12.3824
113.9952;27.630024;41177.32471;36;41.6448
132.8928;27.535536;41270.08703;36;41.6448
115.824;27.62088;41314.20592;36;39.4402
93.8784;27.730608;35825.93949;32;-12.0876
85.6488;27.771756;35339.68413;32;-56.6488
91.44;27.7428;35087.32558;32;-60.2128
228.6;27.057;35513.11091;30;-67.7391
231.648;27.04176;35055.35666;30;-78.2541
115.2144;27.623928;35357.44796;30;-65.0078
99.6696;27.701652;34596.66257;32;-59.2757
145.3896;27.473052;34872.06046;34;-20.7603
190.8048;27.245976;35222.22838;34;-12.5559
182.88;27.2856;34329.03312;32;28.0763
219.456;27.10272;34245.43753;32;-5.275
116.1288;27.619356;33928.731;32;-49.1677
127.1016;27.564492;35330.69057;28;-20.2388
96.3168;27.718416;33553.64922;32;-28.0879
123.7488;27.581256;34946.40709;30;-39.0529
118.5672;27.607164;34786.11095;36;47.514
116.1288;27.619356;37642.52043;32;29.9277
134.7216;27.526392;37667.09686;32;29.9277
156.6672;27.416664;38145.72495;30;9.3546
155.448;27.42276;38107.10275;32;10.8027
1049.7312;22.951344;47142.85221;32;-68.1233
822;24.09;44584.92795;32;16.491
1203.96;22.1802;44609.21398;34;17.5544
364.236;26.37882;44089.91231;28;-58.9782
2611.2216;15.143892;48789.73997;36;-8.7359
697.6872;24.711564;43052.37733;22;-14.1966
62.484;27.88758;36126.36665;22;-13.3084
60.96;27.8952;36693.06951;22;-18.0034
48.1584;27.959208;36682.76635;22;-18.0034
359.664;26.40168;43097.33892;22;-9.9118
441.3504;25.993248;44097.5673;22;-11.7722
416.6616;26.116692;43833.1634;22;-10.8418
443.484;25.98258;43983.52765;22;-11.7722
128.016;27.55992;41181.14466;36;48.678
107.8992;27.660504;41014.75396;36;48.678
137.16;27.5142;41179.2377;36;48.678
119.7864;27.601068;41150.87942;36;48.678
131.9784;27.540108;41095.00963;36;48.678
128.016;27.55992;41149.18327;36;48.678
118.872;27.60564;41205.38171;36;48.678
137.16;27.5142;41171.45474;36;48.678
132.588;27.53706;41199.33937;36;48.678
131.6736;27.541632;41143.61913;36;48.678
142.6464;27.486768;41166.32589;36;48.678
128.016;27.55992;41175.0986;36;48.678
131.3688;27.543156;41211.32686;36;48.678
137.7696;27.511152;41203.78992;36;48.678
111.5568;27.642216;41118.50163;36;48.678
126.1872;27.569064;41191.72456;36;48.678
112.1664;27.639168;41165.79902;36;48.678
127.7112;27.561444;41160.78861;36;48.678
129.54;27.5523;41181.21544;36;48.678
145.3896;27.473052;41215.59449;36;48.678
137.16;27.5142;41098.12142;36;48.678
130.4544;27.547728;41195.27176;36;48.678
147.828;27.46086;41218.90887;36;48.678
115.2144;27.623928;41188.61532;36;48.678
142.9512;27.485244;41204.236;36;48.678
125.8824;27.570588;41166.86485;36;48.678
147.5232;27.462384;41219.44926;36;48.678
131.3688;27.543156;41211.64333;36;48.678
131.9784;27.540108;41212.64798;36;48.678
110.6424;27.646788;41159.7102;36;48.678
117.348;27.61326;41196.49895;36;48.678
121.0056;27.594972;41035.15558;36;48.678
111.252;27.64374;41163.97029;36;48.678
117.0432;27.614784;41185.70075;36;48.678
123.1392;27.584304;41148.91195;36;48.678
121.6152;27.591924;41093.10655;36;48.678
126.492;27.56754;41103.12806;36;48.678
104.8512;27.675744;41130.64076;36;48.678
131.9784;27.540108;41090.19702;36;48.678
131.9784;27.540108;41081.31472;36;48.678
124.6632;27.576684;41195.31441;36;48.678
116.1288;27.619356;41138.42274;36;48.678
116.4336;27.617832;41164.74819;36;48.678
107.8992;27.660504;40961.86016;36;48.678
3067.2024;12.863988;44708.06271;36;24.062
3116;12.62;45870.2889;36;17.361
298.704;26.70648;36214.76477;32;-127.9274
297.18;26.7141;36194.83619;32;-127.9274
297.18;26.7141;36237.2143;32;-127.9274
300.5328;26.697336;36202.55909;32;-127.9274
300.228;26.69886;36227.15171;32;-127.9274
298.3992;26.708004;36249.40044;32;-127.9274
308;26.66;36229.47032;32;-127.9274
297.4848;26.712576;36252.41837;32;-127.9274
296.2656;26.718672;36258.74577;32;-127.9274
297.4848;26.712576;36300.10873;32;-127.9274
304.8;26.676;36235.71021;32;-127.9274
296.8752;26.715624;36305.51571;32;-127.9274
284.988;26.77506;36285.80116;32;-127.9274
147.5232;27.462384;35765.97193;32;10.3009
148.1328;27.459336;35677.1091;32;9.2149
152.7048;27.436476;36071.60375;34;25.8089
324.0024;26.579988;38036.17024;20;-13.6502
200.2536;27.198732;35566.9271;36;-59.3356
208.788;27.15606;34961.56894;36;-74.581
224.3328;27.078336;35998.46681;36;-17.212
198.12;27.2094;34709.10048;34;7.0067
210.312;27.14844;35273.986;34;-31.7829
210.312;27.14844;36089.03917;34;-18.3117
234.3912;27.028044;35932.12064;36;-10.987
210.312;27.14844;36059.04755;32;-39.2349
79.8576;27.800712;35879.39952;24;-13.3813
61.5696;27.892152;34969.086;22;-7.8772
89.916;27.75042;35636.88098;22;-13.3218
89.0016;27.754992;36054.31716;22;-16.3467
16.764;28.11618;37064.94222;18;-2.0773
114.3;27.6285;41205.61096;36;41.6448
185.0136;27.274932;34167.84175;32;-73.7728
352.044;26.43978;36867.55224;36;-82.9139
2518.8672;15.605664;42293.46251;36;-27.5772
138.9888;27.505056;35452.86797;32;-10.2523
284.988;26.77506;39493.67132;18;27.526
458.724;25.90638;37540.88665;36;-47.251
327.0504;26.564748;37463.85195;36;-46.2005
293.2176;26.733912;36342.25949;32;-127.9274
292.3032;26.738484;36315.60605;32;-127.9274
298.3992;26.708004;36346.01708;32;-127.9274
347.472;26.46264;38041.09512;34;-51.8167
889;23.755;44804.07711;26;-10.2205
502.92;25.6854;38202.21382;32;17.8054
361.188;26.39406;38409.78438;32;16.3609
419.7096;26.101452;45108.34213;30;-2.4715
60.96;27.8952;39897.41055;36;18.2881
350.8248;26.445876;38343.96803;34;-12.5758
432.5112;26.037444;38452.11267;34;-12.5758
752.856;24.43572;44066.28496;24;-26.4977
138;27.51;37500.53544;32;30.0643
140;27.5;37509.37985;32;30.0643
138;27.51;37523.45167;32;30.0643
140.8176;27.495912;37524.146;32;30.0643
161;27.395;37530.51839;32;30.0643
135;27.525;37549.25839;32;30.0643
142;27.49;37538.01566;32;30.0643
138;27.51;37539.81043;32;30.0643
148;27.46;37479.5301;32;30.0643
149;27.455;37478.09118;32;30.0643
162;27.39;37484.91753;32;30.0643
155;27.425;37484.2794;32;30.0643
142;27.49;37491.10173;32;30.0643
148;27.46;37490.86651;32;30.0643
140;27.5;37497.84316;32;30.0643
140;27.5;37496.95141;32;30.0643
145;27.475;37498.06193;32;30.0643
143;27.485;37481.74062;32;30.0643
139;27.505;37495.38172;32;30.0643
144.78;27.4761;37483.34231;32;30.0643
139.5984;27.502008;37489.75423;32;30.7509
136;27.52;37499.96177;32;30.7509
148;27.46;37514.43481;32;30.0643
146;27.47;37574.45181;32;30.0643
139.2936;27.503532;37564.52823;32;30.0643
139.5984;27.502008;37559.40814;32;30.0643
165;27.375;37515.89307;32;30.0643
138.9888;27.505056;37561.58954;32;30.0643
142.9512;27.485244;37556.64499;32;30.0643
140.5128;27.497436;37563.31283;32;30.0643
145.0848;27.474576;37577.54817;32;30.0643
156.3624;27.418188;37583.70984;32;30.0643
145.3896;27.473052;37578.8155;32;30.0643
173;27.335;37527.48316;32;30.0643
140.8176;27.495912;37568.27475;32;30.0643
140.8176;27.495912;37575.31035;32;30.0643
138.3792;27.508104;37591.52399;32;30.0643
140.208;27.49896;37576.81802;32;30.0643
140.8176;27.495912;37582.92887;32;12.3824
150;27.45;37532.965;32;30.0643
142.9512;27.485244;37580.51425;32;30.0643
173.736;27.33132;37592.30294;32;30.0643
139.5984;27.502008;37589.25723;32;12.3824
141.4272;27.492864;37595.58241;32;12.3824
139.5984;27.502008;37563.1239;32;30.0643
139.5984;27.502008;37563.77506;32;30.0643
177.0888;27.314556;37598.91864;32;12.3824
152.0952;27.439524;37600.03236;32;12.3824
143.5608;27.482196;37602.02323;32;12.3824
139.5984;27.502008;37545.61154;32;30.0643
140.8176;27.495912;37538.486;32;30.0643
139.5984;27.502008;37551.08499;32;30.0643
140.8176;27.495912;37562.43005;32;30.0643
170;27.35;37530.60735;32;30.0643
141.1224;27.494388;37539.29892;32;30.0643
169;27.355;37518.46722;32;30.0643
150;27.45;37520.48926;32;30.0643
141;27.495;37499.55462;32;30.0643
142;27.49;37491.7143;32;30.0643
139.2936;27.503532;37509.41003;32;30.0643
138.684;27.50658;37519.56202;32;30.0643
142;27.49;37492.16786;32;30.0643
136;27.52;37518.13223;32;30.0643
151;27.445;37508.61815;32;30.0643
137;27.515;37507.57737;32;30.0643
136;27.52;37516.94289;32;30.0643
136;27.52;37515.20402;32;30.0643
162;27.39;37514.06983;32;30.0643
167;27.365;37534.48534;32;30.0643
139;27.505;37531.28364;32;30.0643
145;27.475;37519.55099;32;30.0643
170;27.35;37519.97548;32;30.0643
143;27.485;37529.15849;32;30.0643
143;27.485;37532.81199;32;30.0643
149;27.455;37539.88468;32;30.0643
149;27.455;37527.83745;32;30.0643
170;27.35;37520.23018;32;30.0643
159;27.405;37517.51036;32;30.0643
157;27.415;37518.26684;32;30.0643
139;27.505;37536.30963;32;30.0643
144;27.48;37545.21102;32;30.0643
142;27.49;37533.49017;32;30.0643
174;27.33;37525.42968;32;30.0643
154;27.43;37517.35902;32;30.0643
144;27.48;37516.16782;32;30.0643
144;27.48;37514.90492;32;30.0643
141;27.495;37511.00936;32;30.0643
139;27.505;37510.17245;32;30.0643
147;27.465;37543.57276;32;30.0643
144;27.48;37501.24859;32;30.0643
139.2936;27.503532;37563.8509;32;30.0643
144.4752;27.477624;37575.7944;32;30.0643
167;27.365;37536.3166;32;30.0643
141.4272;27.492864;37586.13575;32;30.0643
135.0264;27.524868;37562.69153;32;30.0643
137.16;27.5142;37559.57885;32;30.0643
142.9512;27.485244;37556.72738;32;30.0643
140.208;27.49896;37563.08094;32;30.0643
140;27.5;37518.62972;32;30.0643
165;27.375;37509.96573;32;30.0643
141;27.495;37499.35671;32;30.0643
148;27.46;37494.17494;32;30.0643
140;27.5;37500.75955;32;30.0643
140;27.5;37538.92255;32;30.0643
140;27.5;37511.85075;32;30.0643
136;27.52;37521.54873;32;30.0643
144;27.48;37511.75724;32;30.0643
141;27.495;37502.81801;32;30.0643
136;27.52;37533.24835;32;30.0643
148;27.46;37497.47499;32;30.0643
139;27.505;37515.87059;32;30.0643
136;27.52;37525.30953;32;30.0643
460;25.9;45061.82819;32;-5.049
579;25.305;44951.56689;32;-5.3333
562;25.39;44954.24955;32;-5.3333
471;25.845;45060.70895;32;-5.049
