Elevation (m);Surface Temperature (C);Moho Depth (m);Curie Depth (Km);Magnetic Anomaly (nT)
397.764;26.21118;35689.16958;34;-105.2257
382;26.29;35683.15987;34;-105.2257
400;26.2;35854.22373;34;-102.2157
394;26.23;35772.15478;34;-102.2157
391;26.245;35727.2654;34;-102.2157
391;26.245;35742.77175;34;-102.2157
394;26.23;35790.50651;34;-102.2157
400;26.2;35837.00533;34;-102.2157
397;26.215;35782.37157;34;-102.2157
397.4592;26.212704;35803.06946;34;-102.2157
387;26.265;35774.12684;34;-102.2157
392;26.24;35759.54691;34;-102.2157
394.716;26.22642;35746.83925;34;-102.2157
397;26.215;35797.79119;34;-102.2157
387;26.265;35695.55989;34;-102.2157
388;26.26;35730.32224;34;-102.2157
398.3736;26.208132;35810.64682;34;-102.2157
390;26.25;35709.23398;34;-102.2157
400;26.2;35871.12357;34;-102.2157
46.3296;27.968352;36390.34971;22;-17.5576
42.672;27.98664;36416.9872;22;-17.5576
59.7408;27.901296;36763.92743;30;22.4476
268;26.86;39262.91799;20;-14.1332
268.8336;26.855832;39263.72963;20;-14.1332
97.8408;27.710796;41416.78931;36;39.3675
455.3712;25.923144;45188.22939;30;-4.334
456.2856;25.918572;45186.14205;30;-4.334
439.5216;26.002392;45167.53351;30;-4.334
427.9392;26.060304;45172.29242;30;-5.3472
445.3128;25.973436;45159.24205;30;-4.334
439.5216;26.002392;45167.41285;30;-4.334
438.912;26.00544;45175.61674;30;-4.334
466.344;25.86828;45177.30226;30;-4.334
412.3944;26.138028;45153.52002;30;-5.049
307.2384;26.663808;36231.00079;20;1.0482
447.1416;25.964292;37463.39352;32;30.7509
285.2928;26.773536;36234.30966;20;7.9267
190.8048;27.245976;37361.80032;34;37.4545
179.2224;27.303888;37205.22769;34;37.4247
180.7464;27.296268;37272.30713;34;37.4247
150.876;27.44562;37898.48895;36;-16.7431
139.2936;27.503532;36221.76559;30;18.6688
274.9296;26.825352;38540.84268;32;15.9426
303.5808;26.682096;38569.33736;32;15.9426
344.7288;26.476356;37741.34427;32;26.2783
451.4088;25.942956;37500.1659;32;27.2332
525.1704;25.574148;37575.76323;32;26.2783
472.44;25.8378;37499.48971;32;27.2332
92.3544;27.738228;36644.46005;26;13.8654
52.7304;27.936348;36405.80063;26;93.0193
377.952;26.31024;37728.46884;34;-89.7568
136.5504;27.517248;36855.56054;32;43.1342
316.0776;26.619612;39154.02964;34;-31.5682
499.872;25.70064;43686.66987;32;-19.1608
293;26.735;44375.44578;28;-47.1684
763.2192;24.383904;38112.10877;32;17.8054
114.3;27.6285;37444.85692;34;30.1918
109.1184;27.654408;37422.69025;34;30.1918
108.5088;27.657456;37356.96061;34;29.5147
112.1664;27.639168;37369.7011;34;29.5147
479.1456;25.804272;36529.50622;34;-111.466
474.2688;25.828656;36470.58836;34;-111.466
475.7928;25.821036;36491.28519;34;-111.466
477.3168;25.813416;36499.13101;34;-111.466
480.06;25.7997;36494.56634;34;-111.466
480.06;25.7997;36483.59693;34;-111.466
474.8784;25.825608;36495.10251;34;-111.466
412.6992;26.136504;36435.55048;34;-111.9559
479.1456;25.804272;36535.01615;34;-111.466
484.632;25.77684;36449.63723;34;-111.466
480.3648;25.798176;36591.56608;34;-111.466
472.44;25.8378;36515.76955;34;-111.466
473.0496;25.834752;36468.03296;34;-111.466
476.4024;25.817988;36562.05265;34;-111.466
470.916;25.84542;36449.87005;34;-111.9559
1138.428;22.50786;45854.0877;30;-1.7336
27;28.065;33314.23347;20;-86.8086
290.1696;26.749152;37392.54947;20;-1.2924
122.5296;27.587352;35027.16063;36;-84.7927
167.3352;27.363324;37045.00888;34;31.0248
123.7488;27.581256;32768.9913;18;-12.7747
111.8616;27.640692;32876.69757;18;-17.0228
121.6152;27.591924;32766.90434;18;-11.866
148.4376;27.457812;32645.82765;18;-10.7682
119.4816;27.602592;32842.00048;18;-12.7747
138.3792;27.508104;32699.22816;18;-11.866
120.7008;27.596496;32787.87175;18;-12.7747
155.7528;27.421236;32646.68796;18;-10.7682
149.9616;27.450192;32375.7837;18;-14.8755
130.7592;27.546204;44369.50336;24;-26.1843
428.8536;26.055732;42217.87426;30;21.0171
2573;15.335;48752.18188;34;7.2467
883;23.785;45892.93648;30;-2.0767
86.868;27.76566;40732.95806;36;20.9826
84.1248;27.779376;41866.04165;36;20.4767
544.9824;25.475088;42861.34909;22;-13.423
536.1432;25.519284;42713.54772;22;-13.3503
342.2904;26.488548;44067.03414;24;-13.5527
22.86;28.0857;37513.09671;20;-22.0868
18.8976;28.105512;37356.94344;20;-9.2693
19.2024;28.103988;37407.55892;20;-9.2693
20.4216;28.097892;37295.41508;20;-9.2693
21.9456;28.090272;37350.92806;20;-8.3322
22.86;28.0857;37253.80611;20;-8.3322
19.812;28.10094;37214.14699;20;-8.3322
18.8976;28.105512;37212.84898;20;-8.3322
22.2504;28.088748;37343.19795;20;-21.546
21.336;28.09332;37290.16636;20;-21.546
25.908;28.07046;37269.24579;20;-8.3322
18.8976;28.105512;37145.39006;20;-7.8331
21.0312;28.094844;37270.60682;20;-8.3322
25.908;28.07046;37269.38986;20;-8.3322
31.6992;28.041504;37359.17815;20;-8.3322
18.288;28.10856;37321.91238;20;-21.546
18.5928;28.107036;37246.62077;20;-21.546
18.288;28.10856;37354.68997;20;-21.546
24.6888;28.076556;37425.91811;20;-9.2693
21.0312;28.094844;37281.24693;20;-8.3322
22.86;28.0857;37278.57412;20;-8.3322
25.6032;28.071984;37374.18544;20;-9.2693
27.7368;28.061316;37309.70879;20;-8.3322
27.1272;28.064364;37259.1118;20;-8.3322
24.384;28.07808;37216.7931;20;-8.3322
20.1168;28.099416;37217.05339;20;-8.3322
89.916;27.75042;40733.06076;36;20.9826
1026.2616;23.068692;42231.29321;32;15.4536
93.8784;27.730608;43511.84304;36;20.0657
21.0312;28.094844;37381.01554;26;-25.5619
137.16;27.5142;42355.55734;36;24.3834
148.1328;27.459336;38030.11276;30;9.9999
99.9744;27.700128;35534.34224;34;-41.1824
19.5072;28.102464;37434.89782;26;-45.7488
21.9456;28.090272;37464.44058;26;-45.7488
84.4296;27.777852;40970.8928;36;18.9141
141.4272;27.492864;37570.41036;32;30.0643
138.0744;27.509628;37530.27216;32;30.0643
139.2936;27.503532;37543.31678;32;30.0643
138.3792;27.508104;37543.5252;32;30.0643
138.0744;27.509628;37548.86409;32;30.0643
138.3792;27.508104;37527.43468;32;30.0643
141.1224;27.494388;37534.40071;32;30.0643
139.5984;27.502008;37532.17441;32;30.0643
138.3792;27.508104;37938.64274;32;11.6466
138.3792;27.508104;37548.41796;32;30.0643
138.684;27.50658;37546.52494;32;30.0643
138.9888;27.505056;37547.99796;32;30.0643
138.9888;27.505056;37533.15063;32;30.0643
139.2936;27.503532;37536.16228;32;30.0643
138.9888;27.505056;37538.72645;32;30.0643
138.9888;27.505056;37566.13043;32;30.0643
65.532;27.87234;41225.45638;36;42.8436
470;25.85;43344.12411;28;-31.5853
260.604;26.89698;34817.36178;22;-7.7476
163.3728;27.383136;37863.39256;30;10.7018
445;25.975;45178.02375;30;-1.9007
164.8968;27.375516;33080.68666;20;-15.9437
125.2728;27.573636;43691.27081;36;19.2297
131.064;27.54468;43712.34634;36;18.5717
111.5568;27.642216;43244.62763;36;18.607
149.6568;27.451716;43774.67179;36;18.5717
128.9304;27.555348;43350.23321;36;18.607
107.5944;27.662028;43716.64257;36;18.5717
143.8656;27.480672;43731.13916;36;18.5717
112.776;27.63612;43705.50948;36;19.2297
138.684;27.50658;43741.19466;36;18.5717
115.2144;27.623928;43710.29874;36;19.2297
147.2184;27.463908;43706.77976;36;19.2297
148.1328;27.459336;43670.45555;36;19.2297
150.876;27.44562;43660.83959;36;19.2297
137.4648;27.512676;43686.9244;36;19.2297
121.0056;27.594972;43677.19123;36;19.2297
145.6944;27.471528;43668.38494;36;19.2297
121.6152;27.591924;43674.75437;36;19.2297
111.5568;27.642216;43632.73724;36;19.2297
106.68;27.6666;43612.20826;36;19.2297
152.0952;27.439524;43234.97108;36;18.607
131.064;27.54468;43625.58841;36;19.2297
103.632;27.68184;43602.27525;36;19.2297
110.9472;27.645264;43654.76055;36;19.2297
153.0096;27.434952;43658.20554;36;19.2297
133.8072;27.530964;43678.90169;36;19.2297
134.4168;27.527916;43653.87606;36;19.2297
135.636;27.52182;43672.50126;36;19.2297
110.3376;27.648312;43637.59783;36;19.2297
164.8968;27.375516;43636.47672;36;18.8342
119.1768;27.604116;43610.78988;36;19.2297
149.9616;27.450192;43669.94819;36;19.2297
128.016;27.55992;43681.29658;36;19.2297
120.0912;27.599544;43687.9254;36;19.2297
122.8344;27.585828;43679.86472;36;19.2297
90.8304;27.745848;43577.19864;36;20.0657
104.5464;27.677268;43300.89355;36;19.1474
145.3896;27.473052;43640.63348;36;19.2297
134.4168;27.527916;43717.13628;36;18.5717
160.9344;27.395328;43634.06787;36;20.0657
152.0952;27.439524;43638.12253;36;19.2297
124.0536;27.579732;43670.33164;36;19.2297
143.256;27.48372;43637.29413;36;19.2297
140.208;27.49896;43644.1325;36;19.2297
154.8384;27.425808;43650.30574;36;19.2297
104.5464;27.677268;43658.28724;36;19.2297
149.0472;27.454764;43660.6493;36;19.2297
141.4272;27.492864;43679.74632;36;19.2297
142.0368;27.489816;43645.50119;36;19.2297
152.7048;27.436476;43637.77194;36;19.2297
113.0808;27.634596;43308.45974;36;19.1474
109.728;27.65136;43628.91487;36;19.2297
157.2768;27.413616;43702.82084;36;19.2297
131.3688;27.543156;43741.5709;36;16.3051
155.7528;27.421236;37411.42236;32;31.2873
39.3192;28.003404;36569.84321;26;61.3536
136.2456;27.518772;41363.2738;36;42.6818
142.0368;27.489816;41375.04145;36;46.6526
137.7696;27.511152;41377.89002;36;42.6818
149.0472;27.454764;41375.82394;36;42.6818
135.3312;27.523344;41376.32488;36;42.6818
142.6464;27.486768;41344.20293;36;42.6818
151.1808;27.444096;41377.18648;36;42.6818
147.2184;27.463908;41378.31051;36;42.6818
138.3792;27.508104;41379.93632;36;42.6818
147.5232;27.462384;41382.182;36;42.6818
160.3248;27.398376;41359.74187;36;42.6818
138.684;27.50658;41383.89708;36;42.6818
1181.1;22.2945;46632.64472;22;-15.0256
540.1056;25.499472;41499.60727;20;-14.9575
637.9464;25.010268;38362.74374;34;-126.1711
93.5736;27.732132;35539.28912;22;-13.3218
58.5216;27.907392;35949.48168;22;-16.3467
62.1792;27.889104;35766.83587;24;-8.7026
88.0872;27.759564;35558.77406;22;-10.7033
60.96;27.8952;35829.0128;24;-13.3813
73.152;27.83424;35672.49321;22;-11.462
76.2;27.819;35636.41276;22;-11.462
61.8744;27.890628;35947.61657;22;-16.3467
67.3608;27.863196;36047.01779;22;-16.3467
53.6448;27.931776;35804.75402;24;-13.3813
152.4;27.438;41407.44821;36;39.8462
161.2392;27.393804;41379.57732;36;39.8462
142.6464;27.486768;41435.00379;36;39.8462
155.7528;27.421236;41420.16827;36;39.8462
144.78;27.4761;41452.32678;36;34.7816
181.356;27.29322;37615.60952;34;-115.9246
180.4416;27.297792;37614.89013;34;-115.9246
164.2872;27.378564;37615.71865;34;-115.9246
172.212;27.33894;39109.94735;34;26.2075
160;27.4;29629.04875;18;-3.8006
21.9456;28.090272;29253.08118;18;-0.3925
544;25.48;45183.15032;32;-3.2814
2785.2624;14.273688;42351.03041;36;6.1156
176.1744;27.319128;33977.14868;34;-51.2835
419.7096;26.101452;37201.66546;36;-59.5663
122.2248;27.588876;35287.76559;32;10.8543
468.4776;25.857612;36208.37534;34;-85.1564
366.0648;26.369676;36861.51172;36;-94.6355
602;25.19;45913.81625;30;-1.8349
111.8616;27.640692;35004.96532;20;-8.3227
150;27.45;36911.29135;36;-39.2756
148;27.46;36791.63457;36;-48.2997
155.1432;27.424284;36685.492;36;-54.6857
50.292;27.94854;31988.04463;26;-59.977
377.0376;26.314812;40741.7032;20;-2.7478
388;26.26;44230.20636;26;-25.5769
181.0512;27.294744;38086.38714;34;38.2209
598.6272;25.206864;37765.20118;34;-40.5633
151.1808;27.444096;41210.19137;36;42.4511
64.008;27.87996;39973.5435;36;19.9035
64.008;27.87996;40013.82386;36;21.2445
60.96;27.8952;39726.11652;36;21.935
67.6656;27.861672;39564.54729;36;21.6406
61.8744;27.890628;39640.98385;36;21.935
67.056;27.86472;39483.27128;36;21.6406
64.008;27.87996;39398.7533;36;21.6406
440.1312;25.999344;43555.66502;24;-46.0886
324.9168;26.575416;39774.90412;34;13.3256
409.6512;26.151744;39861.59159;34;12.924
199.9488;27.200256;37401.66712;36;17.9627
698.6016;24.706992;38337.45422;34;-126.1711
680.0088;24.799956;38348.06134;34;-126.1711
208.788;27.15606;33883.69537;34;-68.5368
494.6904;25.726548;39622.45286;34;-25.6433
524.5608;25.577196;39633.90827;34;-39.0164
524.5608;25.577196;39655.1291;34;-39.0164
494.6904;25.726548;39521.82785;34;-25.6433
532.4856;25.537572;39732.59973;34;-31.9795
536.7528;25.516236;39732.3483;34;-31.9795
541.6296;25.491852;39741.02202;34;-31.9795
511.7592;25.641204;39659.42913;34;-39.0164
518.4648;25.607676;39250.84062;34;-21.2467
518.4648;25.607676;39251.7101;34;-21.2467
567.8424;25.360788;39737.10123;34;-39.0164
491.9472;25.740264;39788.6409;34;-31.9795
429.1584;26.054208;39641.414;34;-31.9795
542.8488;25.485756;39771.20137;34;-31.9795
453.8472;25.930764;39573.52461;34;-25.6433
696.468;24.71766;39778.83469;34;-39.0164
481.2792;25.793604;39635.99657;34;-26.3035
274.0152;26.829924;34847.10113;22;-9.5662
289.2552;26.753724;38535.70401;34;-8.4079
293.5224;26.732388;38545.97266;34;-8.4079
289.2552;26.753724;38534.27782;34;-8.4079
548.3352;25.458324;38700.14962;34;-8.4079
548.64;25.4568;38699.88948;34;-8.4079
548.64;25.4568;38699.86643;34;-8.4079
284.0736;26.779632;38572.50972;34;-8.4079
379.1712;26.304144;38769.86341;34;-17.1988
378.2568;26.308716;38681.21665;34;-17.1988
379.1712;26.304144;38764.41344;34;-17.1988
374.2944;26.328528;38785.10436;34;-17.1988
343.8144;26.480928;38770.70173;34;-17.1988
503.2248;25.683876;38956.40946;34;-15.5829
577.596;25.31202;38923.7251;34;-15.5829
577.9008;25.310496;38923.27907;34;-15.5829
369.7224;26.351388;38876.01447;34;-17.1988
370.0272;26.349864;38874.64796;34;-17.1988
474.2688;25.828656;38899.5415;34;-15.5829
474.2688;25.828656;38900.42899;34;-15.5829
484.0224;25.779888;38901.57956;34;-15.5829
383.7432;26.281284;39148.35238;34;-15.5829
323.088;26.58456;38636.75509;34;-17.1988
313.944;26.63028;38618.49728;34;-17.1988
248;26.96;37989.38336;36;-4.0851
249.0216;26.954892;38053.95491;36;-4.0851
416.3568;26.118216;38396.96703;34;-3.3867
306.0192;26.669904;38603.05265;34;-17.1988
500.1768;25.699116;45119.77935;32;-3.2814
500.7864;25.696068;35380.905;20;-29.3312
369.7224;26.351388;45025.56535;30;-2.0761
931.4688;23.542656;39675.82184;36;-60.9415
59.7408;27.901296;31748.93057;20;-9.4648
191.4144;27.242928;38943.59293;32;10.1106
433.1208;26.034396;45277.26751;30;-3.417
480.3648;25.798176;45273.74433;30;-4.334
466.344;25.86828;45260.13331;30;-4.334
451.4088;25.942956;45255.89895;30;-3.417
473.964;25.83018;45263.94494;30;-4.334
456.8952;25.915524;45256.08041;30;-3.417
452.3232;25.938384;45275.37285;30;-3.417
468.7824;25.856088;45265.72482;30;-4.334
449.58;25.9521;45279.78961;30;-3.417
465.7344;25.871328;45255.59852;30;-4.334
457.8096;25.910952;45273.28473;30;-4.334
453.5424;25.932288;45276.21557;30;-3.417
467.868;25.86066;45267.15855;30;-4.334
452.628;25.93686;45272.236;30;-3.417
451.104;25.94448;45272.35549;30;-3.417
459.9432;25.900284;45281.01119;30;-4.334
456.2856;25.918572;45268.24472;30;-3.417
473.3544;25.833228;45276.04479;30;-4.334
439.2168;26.003916;45264.26704;30;-3.417
466.344;25.86828;45284.72124;30;-4.334
451.104;25.94448;45285.54673;30;-3.417
457.5048;25.912476;45247.42626;30;-4.334
549.2496;25.453752;45291.58455;30;-4.334
466.0392;25.869804;45252.15953;30;-3.417
441.0456;25.994772;45291.36412;30;-3.417
446.2272;25.968864;45249.58066;30;-3.417
483.7176;25.781412;45273.44374;30;-4.334
469.6968;25.851516;45251.9271;30;-4.334
448.056;25.95972;45276.93639;30;-3.417
458.1144;25.909428;45270.97615;30;-3.417
443.1792;25.984104;45285.95401;30;-3.417
455.0664;25.924668;45261.04067;30;-3.417
464.2104;25.878948;45279.07539;30;-4.334
458.4192;25.907904;45252.33766;30;-3.417
450;25.95;45326.75905;30;-3.417
435.2544;26.023728;45309.36176;30;-3.417
432.5112;26.037444;45307.61605;30;-3.417
435.864;26.02068;45332.1275;30;-3.417
432.5112;26.037444;45339.28979;30;-3.417
452.9328;25.935336;45312.93773;30;-3.417
429.4632;26.052684;45298.45658;30;-3.417
452.0184;25.939908;45324.65406;30;-3.417
438.6072;26.006964;45328.55747;30;-3.417
444.3984;25.978008;45298.19449;30;-3.417
442.2648;25.988676;45344.41198;30;-3.417
448.056;25.95972;45302.50802;30;-3.417
439.2168;26.003916;45341.1591;30;-3.417
453.5424;25.932288;45354.83701;30;-3.417
440.7408;25.996296;45307.50804;30;-3.417
426.72;26.0664;45295.36729;30;-3.417
449.8848;25.950576;45312.78533;30;-3.417
430.6824;26.046588;45302.79707;30;-3.417
437.9976;26.010012;45320.51054;30;-3.417
434.34;26.0283;45351.25397;30;-3.417
430.6824;26.046588;45322.00643;30;-3.417
429.768;26.05116;45297.48231;30;-3.417
431.292;26.04354;45308.0119;30;-3.417
426.72;26.0664;45284.64092;30;-3.417
425.8056;26.070972;45292.69137;30;-3.417
439.5216;26.002392;45295.41668;30;-3.417
438.3024;26.008488;45319.63943;30;-3.417
421.5384;26.092308;45280.93255;30;-3.417
421.8432;26.090784;45292.27672;30;-3.417
437.9976;26.010012;45320.22409;30;-3.417
448.056;25.95972;45321.60483;30;-3.417
441.0456;25.994772;45325.46276;30;-3.417
441.0456;25.994772;45354.99386;30;-3.417
445.008;25.97496;45351.62707;30;-3.417
442.8744;25.985628;45333.9214;30;-3.417
450.7992;25.946004;45348.57028;30;-3.417
439.2168;26.003916;45359.7781;30;-3.417
446.8368;25.965816;45337.18179;30;-3.417
421.8432;26.090784;45294.70701;30;-3.417
446.532;25.96734;45331.05816;30;-3.417
444.7032;25.976484;45314.68359;30;-3.417
423.672;26.08164;45278.0391;30;-3.417
444.3984;25.978008;45320.00494;30;-3.417
448.6656;25.956672;45317.8609;30;-3.417
462.3816;25.888092;45366.61432;30;-3.417
443.484;25.98258;45338.03104;30;-3.417
437.9976;26.010012;45303.31163;30;-3.417
434.0352;26.029824;45348.35308;30;-3.417
439.5216;26.002392;45349.42301;30;-3.417
429.1584;26.054208;45295.60736;30;-3.417
451.4088;25.942956;45349.29333;30;-3.417
433.7304;26.031348;45307.25278;30;-3.417
453.2376;25.933812;45339.82121;30;-3.417
446.532;25.96734;45307.88954;30;-3.417
403.2504;26.183748;45197.07191;30;-2.2954
433.4256;26.032872;45310.56552;30;-3.417
447.7512;25.961244;45333.37668;30;-3.417
429.768;26.05116;45303.09476;30;-3.417
440.7408;25.996296;45375.22206;30;-3.417
416.052;26.11974;45234.58925;30;-2.2954
432.816;26.03592;45312.67612;30;-3.417
454.7616;25.926192;45331.23001;30;-3.417
468;25.86;45322.66502;30;-4.334
420.3192;26.098404;45268.78186;30;-3.417
423.0624;26.084688;45271.20277;30;-3.417
398.0688;26.209656;45200.27126;30;-2.2954
459.0288;25.904856;45387.20406;30;-3.417
390;26.25;45152.02984;30;-2.2954
430;26.05;45214.22221;30;-3.417
290.7792;26.746104;36365.8311;32;-127.9274
141.732;27.49134;41259.90362;36;42.1635
41.7576;27.991212;37244.06531;32;20.1921
123.7488;27.581256;35714.72078;32;25.6842
122.2248;27.588876;35819.82053;32;25.3289
122.2248;27.588876;35819.55124;32;25.3289
124.0536;27.579732;35837.48942;32;29.4335
124.3584;27.578208;35848.36969;32;29.4335
122.2248;27.588876;34234.92658;34;16.3486
198.4248;27.207876;38832.38146;34;21.5358
280.416;26.79792;39984.61248;32;16.1199
155.1432;27.424284;35804.17329;34;21.2822
113.6904;27.631548;39200.20206;24;2.139
1128.3696;22.558152;37704.72006;34;-63.1434
112.1664;27.639168;32840.19091;18;-17.0228
110.3376;27.648312;37921.12845;24;19.0436
101.1936;27.694032;37939.84902;24;17.9437
112.1664;27.639168;38013.18792;24;17.9437
82.9056;27.785472;41358.1982;36;39.4402
79.8576;27.800712;41429.22697;36;39.3675
510.54;25.6473;45516.60039;30;-3.2243
175.8696;27.320652;32912.86377;22;-8.3832
191.7192;27.241404;31428.72199;34;73.0219
96.6216;27.716892;33548.27286;32;-28.0879
98.1456;27.709272;33589.07069;32;-28.0879
95.0976;27.724512;33506.69697;32;-28.0879
203.6064;27.181968;27560.88528;24;-6.1919
219.456;27.10272;27746.44439;24;-9.0796
888.1872;23.759064;38922.57688;36;-66.7569
682;24.79;44907.17819;30;-7.6111
176.4792;27.317604;36670.88374;36;-0.0817
171.2976;27.343512;36670.03631;36;-0.0817
34.4424;28.027788;37023.5186;24;32.407
186.8424;27.265788;37762.21149;36;27.1288
207.5688;27.162156;31539.20082;32;18.7143
108.5088;27.657456;38807.80133;36;29.057
169.7736;27.351132;36792.93129;34;32.4314
41.148;27.99426;34148.51456;20;-104.5099
134.112;27.52944;37932.24115;32;15.0941
144.4752;27.477624;37916.19822;32;30.6102
142.3416;27.488292;37988.59007;32;15.0941
138.9888;27.505056;37470.31263;32;31.2873
212.4456;27.137772;43174.05775;36;25.4087
213.9696;27.130152;43115.10509;36;25.4087
67.6656;27.861672;36252.5964;30;30.0565
1552.956;20.43522;43398.80369;32;17.1202
1556;20.42;43400.36302;32;17.1202
173.736;27.33132;36861.71585;30;32.8387
791.2608;24.243696;43883.12268;20;-16.1698
928.4208;23.557896;44970.1694;30;-5.7322
480;25.8;45089.04927;30;-2.123
1157.9352;22.410324;37549.15872;32;28.6622
134.112;27.52944;41849.75043;34;21.0145
396.8496;26.215752;45169.10402;30;-2.2954
350.8248;26.445876;40370.42431;18;17.2826
1060.3992;22.898004;37603.55594;32;28.6622
69.4944;27.852528;41850.61519;34;21.0145
774.4968;24.327516;37618.83384;32;28.6622
737.9208;24.510396;44720.5296;32;-7.4732
159.4104;27.402948;36003.24485;34;19.6645
263.9568;26.880216;35126.24196;22;19.8375
138.684;27.50658;37536.79412;32;30.0643
105.7656;27.671172;34285.4124;22;-18.1971
864.7176;23.876412;38912.82414;36;-66.7569
978.1032;23.309484;38824.18291;36;-60.1885
707.136;24.66432;39104.06273;36;-66.7569
707.136;24.66432;39104.78534;36;-66.7569
527;25.565;44865.77582;32;-5.6231
257.556;26.91222;39211.01144;18;29.2249
452;25.94;45172.19495;30;-4.334
218.8464;27.105768;37536.35875;36;-15.8329
219.7608;27.101196;38251.03003;36;-17.7211
256.3368;26.918316;39610.83249;34;27.4139
109.728;27.65136;37310.6251;34;29.5147
152.4;27.438;43837.31889;36;14.9532
140.8176;27.495912;45046.78463;30;-3.5924
82.9056;27.785472;42282.88779;36;29.678
74.0664;27.829668;42241.97576;36;29.678
70.104;27.84948;42231.03398;36;29.678
69.7992;27.851004;42266.82222;36;29.678
76.2;27.819;42296.46672;36;29.678
88.6968;27.756516;42300.61149;36;29.678
83.5152;27.782424;42258.35205;36;29.678
76.2;27.819;42283.74001;36;29.678
80.4672;27.797664;42269.49957;36;29.678
80;27.8;42276.65344;36;29.678
74.0664;27.829668;42393.17647;34;27.2173
73.4568;27.832716;42427.84172;34;27.2173
74.676;27.82662;42435.05927;34;27.2173
75.5904;27.822048;42441.14381;34;27.2173
84.1248;27.779376;42444.98479;34;27.2173
76.8096;27.815952;42450.90928;34;27.2173
74.9808;27.825096;42456.40456;34;27.2173
74.676;27.82662;42449.03339;34;27.2173
74.0664;27.829668;42441.84055;34;27.2173
72.5424;27.837288;42401.97974;34;27.2173
74.676;27.82662;42434.69605;34;27.2173
74.0664;27.829668;42433.20313;34;27.2173
74.676;27.82662;42441.37133;34;27.2173
74.3712;27.828144;42448.9274;34;27.2173
74.676;27.82662;42456.51074;34;27.2173
78.0288;27.809856;42439.62596;34;27.2173
78.6384;27.806808;42420.06902;34;27.2173
75.2856;27.823572;42416.24248;34;27.2173
74.3712;27.828144;42435.46303;34;27.2173
78.0288;27.809856;42442.33998;34;27.2173
73.152;27.83424;42412.70183;34;27.2173
74.9808;27.825096;42428.02546;34;27.2173
72.8472;27.835764;42358.80128;34;27.2173
78.0288;27.809856;42358.64161;34;27.2173
74.3712;27.828144;42423.71585;34;27.2173
79.248;27.80376;42414.30357;34;27.2173
75.8952;27.820524;42392.26678;34;27.2173
74.3712;27.828144;42439.3028;34;27.2173
76.5048;27.817476;42406.46805;34;27.2173
83.82;27.7809;42418.22053;34;27.2173
75.5904;27.822048;42405.00584;34;27.2173
73.7616;27.831192;42420.16971;34;27.2173
79.248;27.80376;42414.50607;34;27.2173
74.3712;27.828144;42439.50893;34;27.2173
74.9808;27.825096;42406.66152;34;27.2173
74.9808;27.825096;42406.22235;34;27.2173
78.0288;27.809856;42406.01245;34;27.2173
74.9808;27.825096;42405.5829;34;27.2173
74.676;27.82662;42405.58101;34;27.2173
75.2856;27.823572;42405.15158;34;27.2173
73.7616;27.831192;42411.00431;34;27.2173
74.676;27.82662;42404.92737;34;27.2173
71.628;27.84186;42414.0451;34;27.2173
74.9808;27.825096;42438.02592;34;27.2173
74.3712;27.828144;42426.0643;34;27.2173
77.1144;27.814428;42454.07006;34;27.2173
74.0664;27.829668;42437.16921;34;27.2173
78.0288;27.809856;42433.62225;34;27.2173
74.0664;27.829668;42439.96411;34;27.2173
78.0288;27.809856;42420.43577;34;27.2173
76.5048;27.817476;42428.10411;34;27.2173
77.4192;27.812904;42441.7475;34;27.2173
77.1144;27.814428;42381.70837;34;27.2173
73.152;27.83424;42421.01925;34;27.2173
78.3336;27.808332;42420.42593;34;27.2173
73.4568;27.832716;42449.1511;34;27.2173
72.8472;27.835764;42427.0859;34;27.2173
74.9808;27.825096;42448.3482;34;27.2173
77.620368;27.81189816;42463.1204;34;27.525
75.998832;27.82000584;42444.88201;34;27.525
74.3712;27.828144;42467.25539;34;27.2173
73.4568;27.832716;42433.53605;34;27.2173
73.4568;27.832716;42441.51781;34;27.2173
73.152;27.83424;42456.08908;34;27.2173
76.8096;27.815952;42419.23078;34;27.2173
74.0664;27.829668;42416.94935;34;27.2173
75.5904;27.822048;42456.3993;34;27.2173
74.676;27.82662;42459.56989;34;27.2173
75.5904;27.822048;42462.04037;34;25.5681
74.676;27.82662;42392.1467;34;27.2173
73.4568;27.832716;42390.3138;34;27.2173
72.5424;27.837288;42410.99458;34;27.2173
73.152;27.83424;42385.69266;34;27.2173
73.7616;27.831192;42381.85979;34;27.2173
76.8096;27.815952;42373.38737;34;27.2173
76.5048;27.817476;42382.61382;34;27.2173
76.8096;27.815952;42369.00618;34;27.2173
74.0664;27.829668;42428.90231;34;27.2173
73.152;27.83424;42363.96827;34;27.2173
77.1144;27.814428;42363.22714;34;27.2173
73.152;27.83424;42357.91732;34;27.2173
76.5048;27.817476;42392.396;34;27.2173
72.8472;27.835764;42372.75064;34;27.2173
76.2;27.819;42395.90345;34;27.2173
76.8096;27.815952;42386.59175;34;27.2173
104.2416;27.678792;42407.57685;34;27.2173
74.9808;27.825096;42415.48183;34;27.2173
78.9432;27.805284;42432.7814;34;27.2173
75.2856;27.823572;42427.41891;34;27.2173
75.5904;27.822048;42422.56707;34;27.2173
87.1728;27.764136;42413.68665;34;27.2173
76.5048;27.817476;42430.51;34;27.2173
